language,x1,x2,x3,x4,x5,x6,x7
ishi1240,-,m,i,-,-,-,-
take1256,-,m,i,-,-,-,-
hate1238,-,m,i,-,-,-,N
naze1238,-,m,i,-,-,-,3
okin1244,-,m,i,-,-,-,-
yona1241,-,m,i,-,-,-,-
miya1260,-,m,i,-,-,-,-
irab1238,-,m,i,-,-,-,-
tara1319,-,m,i,-,-,-,-
ikem1235,-,m,i,-,-,-,-
chik1251,-,m,e,-,-,-,-
kuma1281,-,m,e,-,-,-,-
naga1405,-,m,e,-,-,-,-
miya1258,-,m,e,-,-,-,-
oita1237,-,m,e,-,-,-,-
toky1238,-,m,e,-,-,-,-
yama1263,-,m,e,-,-,-,-
hokk1243,-,m,e,-,-,-,-
gifu1238,-,m,e,-,-,-,-
gifu1238,-,m,e,-,-,-,-
shiz1237,-,m,e,-,-,-,-
gunm1237,a,n,a,-,-,k,o
chic1269,a,n,a,-,-,k,o
toch1258,-,m,e,-,-,-,-
kana1290,-,m,e,-,-,-,-
iyob1237,-,m,e,-,-,-,-
tott1237,-,m,e,-,-,-,-
miee1237,-,m,e,-,-,-,-
kaga1258,-,m,e,-,-,-,-
toku1245,-,m,e,-,-,-,-
kyot1238,-,m,e,-,-,-,-
osak1237,-,m,e,-,-,-,-
waka1279,-,m,e,-,-,-,-
shig1237,-,m,e,-,-,-,-
kobe1244,-,m,e,-,-,-,-
okay1237,-,m,e,-,-,-,-
yama1261,-,m,e,-,-,-,-
fuku1241,-,m,e,-,-,-,-
kana1289,-,m,e,-,-,-,-
naga1408,-,m,e,-,-,-,-
hiro1237,-,m,e,-,-,-,-
ibar1242,-,m,e,-,-,-,-
chib1248,-,m,e,d,a,m,a
hata1244,-,m,e,-,-,-,-
toya1237,-,m,e,-,-,-,-
niig1237,-,m,e,-,-,-,-
fuku1243,-,m,e,-,-,-,-
send1240,a,n,a,-,-,g,u
yama1262,a,n,a,-,-,g,u
akit1240,a,n,a,-,-,g,u
tsug1237,a,n,a,-,-,g,u
kese1237,a,n,a,-,-,g,u
izum1237,-,m,e,-,-,-,-
hach1239,-,m,a,n,a,k,o
saga1265,-,m,e,-,-,-,-
nort2935,-,m,e,-,-,-,-
oldj1239,-,m,e,-,-,-,3
