language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
ishi1240,-,b,-,-,-,-,a,-,-,-,7,-,-,-,-,-,k,-,-,-,a,i,S,a,-,-,-,-,N,-
take1256,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,y,-,-,-,a,N,-
hate1238,-,p,-,-,-,-,a,-,-,-,s,i,3,-,-,-,k,-,-,-,a,-,h,a,-,-,-,-,N,-
naze1238,-,h,-,-,-,-,a,-,t,-,s,i,3,-,-,-,k,-,-,-,a,-,S,a,-,-,-,-,N,-
okin1244,-,b,-,-,-,-,a,-,d,-,Z,-,i,-,-,-,k,-,-,-,a,-,S,e,-,-,-,-,N,-
yona1241,-,-,-,-,-,-,-,-,d,-,7,-,u,h,a,N,k,-,-,-,a,-,n,u,-,-,-,-,-,-
miya1260,-,p,-,-,-,-,a,-,d,-,z,i,3,-,-,-,k,-,-,-,a,-,s,i,3,k,-,a,i,3
irab1238,-,p,-,-,-,-,a,-,d,-,z,i,3,-,-,-,k,-,-,-,a,-,s,i,3,k,-,a,l,-
tara1319,-,-,-,-,-,-,-,-,d,u,g,-,u,-,-,-,r,-,-,-,i,-,S,a,-,-,-,-,l,-
ikem1235,-,b,-,-,-,-,a,-,k,-,s,i,3,-,-,-,k,-,-,-,a,-,-,i,-,-,-,-,-,-
chik1251,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,k,-,-,-,a,-,S,i,-,k,-,a,-,-
kuma1281,-,h,-,-,-,-,a,-,t,-,s,-,u,-,-,-,k,-,-,-,a,-,S,i,-,k,-,a,-,-
naga1405,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,k,-,a,-,-
miya1258,-,n,-,-,-,-,a,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
oita1237,-,n,-,-,-,-,a,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
toky1238,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
yama1263,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
hokk1243,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
gifu1238,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
gifu1238,-,y,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,S,i,-,-,-,-,-,-
shiz1237,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
gunm1237,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
chic1269,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
toch1258,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,g,-,-,-,a,-,S,i,-,-,-,-,-,-
kana1290,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
iyob1237,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
tott1237,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
miee1237,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
kaga1258,-,h,-,-,-,-,a,-,d,-,Z,-,i,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
toku1245,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
kyot1238,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
osak1237,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
waka1279,-,h,-,-,-,-,a,-,d,-,z,-,u,-,-,-,k,-,-,-,a,-,S,i,-,-,-,-,-,-
