language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
ishi1240,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
take1256,-,-,p,-,-,a,n,-,-,-,-,-,-,-,-,i,-,-
hate1238,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
naze1238,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,3
okin1244,-,-,b,-,-,a,n,i,-,-,-,-,-,-,g,e,-,-
yona1241,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
miya1260,-,-,p,-,-,a,n,i,n,u,p,s,i,3,g,i,-,-
irab1238,-,-,p,s,i,3,g,-,-,-,-,-,-,-,-,i,-,-
tara1319,-,-,p,s,i,3,g,-,-,-,-,-,-,-,-,i,-,-
ikem1235,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,i,-,-
chik1251,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
kuma1281,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
naga1405,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
miya1258,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
oita1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
toky1238,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
yama1263,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
hokk1243,-,-,-,-,-,u,m,-,-,-,-,-,-,-,-,o,-,-
gifu1238,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
gifu1238,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
shiz1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
gunm1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
chic1269,t,o,y,-,-,a,s,-,-,-,-,-,-,-,-,u,-,-
toch1258,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
kana1290,k,e,b,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
iyob1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
tott1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
miee1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
kaga1258,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
toku1245,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
kyot1238,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
osak1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
waka1279,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
shig1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
kobe1244,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
okay1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
yama1261,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
fuku1241,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
kana1289,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
naga1408,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
hiro1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,g,e
ibar1242,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
chib1248,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
hata1244,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
toya1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
niig1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
fuku1243,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-
send1240,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
yama1262,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
akit1240,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-
tsug1237,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-
kese1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
izum1237,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
hach1239,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
saga1265,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
nort2935,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,g,e
oldj1239,-,-,h,-,-,a,n,-,-,-,-,-,-,-,-,e,-,-
