language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
ishi1240,m,i,-,-,-,-,-,-,N,-,-
take1256,m,i,-,-,-,-,-,-,N,-,-
hate1238,m,i,S,u,k,u,r,u,m,i,N
naze1238,m,i,-,-,-,-,-,-,N,-,-
okin1244,m,i,-,-,-,-,-,-,m,i,-
yona1241,m,i,-,-,-,N,t,a,b,u,-
miya1260,m,i,-,-,-,-,-,-,m,-,-
irab1238,m,i,-,-,-,-,-,-,m,-,-
tara1319,m,i,-,-,-,-,-,-,m,-,-
ikem1235,m,i,-,-,-,-,-,-,N,-,-
chik1251,m,i,-,-,-,-,-,-,m,i,-
kuma1281,m,i,-,-,-,-,-,-,m,i,-
naga1405,m,i,-,-,-,-,-,-,m,i,-
miya1258,m,i,-,-,-,-,-,-,m,i,-
oita1237,m,i,-,-,-,-,-,-,m,i,-
toky1238,m,i,-,-,-,-,-,-,m,i,-
yama1263,m,i,-,-,-,-,-,-,m,i,-
hokk1243,m,i,-,-,-,-,-,-,m,i,-
gifu1238,m,i,-,-,-,-,-,-,m,i,-
gifu1238,m,i,-,-,-,-,-,-,m,i,-
shiz1237,m,i,-,-,-,-,-,-,m,i,-
gunm1237,m,i,-,-,-,-,-,-,m,i,-
chic1269,m,i,-,-,-,-,-,-,m,i,-
toch1258,m,i,-,-,-,-,-,-,m,i,-
kana1290,m,i,-,-,-,-,-,-,m,i,-
iyob1237,m,i,-,-,-,-,-,-,m,i,-
tott1237,m,i,-,-,-,-,-,-,m,i,-
miee1237,m,i,-,-,-,-,-,-,m,i,-
kaga1258,m,i,-,-,-,-,-,-,m,i,-
toku1245,m,i,-,-,-,-,-,-,m,i,-
kyot1238,m,i,-,-,-,-,-,-,m,i,-
osak1237,m,i,-,-,-,-,-,-,m,i,-
waka1279,m,i,-,-,-,-,-,-,m,i,-
shig1237,m,i,-,-,-,-,-,-,m,i,-
kobe1244,m,i,-,-,-,-,-,-,m,i,-
okay1237,m,i,-,-,-,-,-,-,m,i,-
yama1261,m,i,-,-,-,-,-,-,m,i,-
fuku1241,m,i,-,-,-,-,-,-,m,i,-
kana1289,m,i,-,-,-,-,-,-,m,i,-
naga1408,m,i,-,-,-,-,-,-,m,i,-
hiro1237,m,i,-,-,-,-,-,-,m,i,-
ibar1242,m,i,-,-,-,-,-,-,m,i,-
chib1248,m,i,-,-,-,-,-,-,m,i,-
hata1244,m,i,-,-,-,-,-,-,m,i,-
toya1237,m,i,-,-,-,-,-,-,m,i,-
niig1237,m,i,-,-,-,-,-,-,m,i,-
fuku1243,m,i,-,-,-,-,-,-,m,i,-
send1240,m,i,-,-,-,-,-,-,m,i,-
yama1262,m,i,-,-,-,-,-,-,m,i,-
akit1240,m,i,-,-,-,-,-,-,m,i,-
tsug1237,m,i,-,-,-,-,-,-,m,i,-
kese1237,m,i,-,-,-,-,-,-,m,i,-
izum1237,m,i,-,-,-,-,-,-,m,i,-
hach1239,m,i,-,-,-,-,-,-,m,i,-
saga1265,m,i,-,-,-,-,-,-,m,i,-
nort2935,m,i,-,-,-,-,-,-,N,-,-
oldj1239,m,i,-,-,-,-,-,-,m,i,-
