language,x1,x2,x3,x4,x5
ishi1240,b,u,-,s,a
take1256,7,-,-,s,a
hate1238,b,u,t,s,a
naze1238,k,u,-,s,a
okin1244,k,u,-,s,a
yona1241,t,-,-,s,a
miya1260,b,u,-,s,a
irab1238,b,u,-,s,a
tara1319,b,u,-,S,a
ikem1235,b,u,-,s,a
chik1251,k,u,-,s,a
kuma1281,k,u,-,s,a
naga1405,k,u,-,s,a
miya1258,k,u,-,s,a
oita1237,k,u,-,s,a
toky1238,k,u,-,s,a
yama1263,k,u,-,s,a
hokk1243,k,u,-,s,a
gifu1238,k,u,-,s,a
gifu1238,k,u,-,s,a
shiz1237,k,u,-,s,a
gunm1237,k,u,-,s,a
chic1269,k,u,-,s,a
toch1258,k,u,-,s,a
kana1290,k,u,-,s,a
iyob1237,k,u,-,s,a
tott1237,k,u,-,s,a
miee1237,k,u,-,s,a
kaga1258,k,u,-,s,a
toku1245,k,u,-,s,a
kyot1238,k,u,-,s,a
osak1237,k,u,-,s,a
waka1279,k,u,-,s,a
shig1237,k,u,-,s,a
kobe1244,k,u,-,s,a
okay1237,k,u,-,s,a
yama1261,k,u,-,s,a
fuku1241,k,u,-,s,a
kana1289,k,u,-,s,a
naga1408,k,u,-,s,a
hiro1237,k,u,-,s,a
ibar1242,k,u,-,s,a
chib1248,k,u,-,s,a
hata1244,k,u,-,s,a
toya1237,k,u,-,s,a
niig1237,k,u,-,s,a
fuku1243,k,u,-,s,a
send1240,k,u,-,s,a
yama1262,k,u,-,s,a
akit1240,k,u,-,s,a
tsug1237,k,u,-,s,a
kese1237,k,u,-,s,a
izum1237,k,u,-,s,a
hach1239,k,u,-,s,a
saga1265,k,u,-,s,a
nort2935,k,u,-,s,a
oldj1239,k,u,-,s,a
