language,x1,x2,x3,x4,x5,x6
ishi1240,n,u,m,-,u,N
take1256,n,u,m,-,u,N
hate1238,n,u,m,-,u,N
naze1238,n,u,m,y,u,N
okin1244,n,u,m,-,u,N
yona1241,n,u,m,-,u,N
miya1260,n,u,m,-,-,-
irab1238,n,u,m,-,-,-
tara1319,n,u,m,-,-,-
ikem1235,n,u,m,-,-,-
chik1251,n,o,m,-,u,-
kuma1281,n,o,m,-,u,-
naga1405,n,o,m,-,u,-
miya1258,n,o,m,-,u,-
oita1237,n,o,m,-,u,-
toky1238,n,o,m,-,u,-
yama1263,n,o,m,-,u,-
hokk1243,n,o,m,-,u,-
gifu1238,n,o,m,-,u,-
gifu1238,n,o,m,-,u,-
shiz1237,n,o,m,-,u,-
gunm1237,n,o,m,-,u,-
chic1269,n,o,m,-,u,-
toch1258,n,o,m,-,u,-
kana1290,n,o,m,-,u,-
iyob1237,n,o,m,-,u,-
tott1237,n,o,m,-,u,-
miee1237,n,o,m,-,u,-
kaga1258,n,o,m,-,u,-
toku1245,n,o,m,-,u,-
kyot1238,n,o,m,-,u,-
osak1237,n,o,m,-,u,-
waka1279,n,o,m,-,u,-
shig1237,n,o,m,-,u,-
kobe1244,n,o,m,-,u,-
okay1237,n,o,m,-,u,-
yama1261,n,o,m,-,u,-
fuku1241,n,o,m,-,u,-
kana1289,n,o,m,-,u,-
naga1408,n,o,m,-,u,-
hiro1237,n,o,m,-,u,-
ibar1242,n,o,m,-,u,-
chib1248,n,o,m,-,u,-
hata1244,n,o,m,-,u,-
toya1237,n,o,m,-,u,-
niig1237,n,o,m,-,u,-
fuku1243,n,o,m,-,u,-
send1240,n,o,m,-,u,-
yama1262,n,o,m,-,u,-
akit1240,n,o,m,-,u,-
tsug1237,n,o,m,-,u,-
kese1237,n,o,m,-,u,-
izum1237,n,o,N,-,-,-
hach1239,n,o,m,-,u,-
saga1265,n,o,m,-,u,-
nort2935,n,o,N,-,-,-
oldj1239,n,o,m,-,u,-
