language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
ishi1240,-,-,t,-,-,a,t,a,-,g,u,N
take1256,-,-,t,-,-,a,t,a,7,k,u,N
hate1238,-,-,k,u,r,a,s,-,-,-,u,N
naze1238,-,-,7,-,-,u,t,-,-,S,u,N
okin1244,-,-,t,-,-,a,t,a,-,k,u,N
yona1241,-,-,7,-,-,u,t,-,-,7,u,N
miya1260,v,u,t,-,-,-,s,i,-,-,3,-
irab1238,-,-,t,-,-,a,t,a,-,b,u,-
ikem1235,-,-,t,-,-,-,7,a,-,b,u,-
chik1251,-,-,t,-,-,a,t,a,-,k,u,-
kuma1281,-,-,t,-,-,a,t,a,-,k,u,-
naga1405,-,-,t,-,-,a,t,a,-,k,u,-
miya1258,-,-,t,-,-,a,t,a,-,k,u,-
oita1237,-,-,t,-,-,a,t,a,-,k,u,-
toky1238,-,-,t,-,-,a,t,a,-,k,u,-
yama1263,-,-,t,-,-,a,t,a,-,k,u,-
hokk1243,-,-,t,-,-,a,t,a,-,k,u,-
gifu1238,-,-,t,-,-,a,t,a,-,k,u,-
gifu1238,-,-,t,-,-,a,t,a,-,k,u,-
shiz1237,-,-,t,-,-,a,t,a,-,k,u,-
gunm1237,-,-,t,-,-,a,t,a,-,k,u,-
chic1269,-,-,t,-,-,a,t,a,-,k,u,-
toch1258,-,-,h,-,-,a,d,a,-,g,u,-
kana1290,-,-,t,-,-,a,t,a,-,k,u,-
iyob1237,-,-,t,-,-,a,t,a,-,k,u,-
tott1237,-,-,t,-,-,a,t,a,-,k,u,-
miee1237,-,-,t,-,-,a,t,a,-,k,u,-
kaga1258,-,-,t,-,-,a,t,a,-,k,u,-
toku1245,-,-,t,-,-,a,t,a,-,k,u,-
kyot1238,-,-,t,-,-,a,t,a,-,k,u,-
osak1237,-,-,t,-,-,a,t,a,-,k,u,-
waka1279,-,-,t,-,-,a,t,a,-,k,u,-
shig1237,-,-,t,-,-,a,t,a,-,k,u,-
kobe1244,-,-,t,-,-,a,t,a,-,k,u,-
okay1237,-,-,t,-,-,a,t,a,-,k,u,-
yama1261,-,-,t,-,-,a,t,a,-,k,u,-
fuku1241,-,-,t,-,-,a,t,a,-,k,u,-
kana1289,-,-,t,-,-,a,t,a,-,k,u,-
naga1408,-,-,t,-,-,a,t,a,-,k,u,-
hiro1237,-,-,t,-,-,a,t,a,-,k,u,-
ibar1242,-,-,h,-,-,a,d,a,-,k,u,-
chib1248,S,i,7,-,p,a,d,a,-,k,u,-
hata1244,-,-,t,-,-,a,t,a,-,k,u,-
toya1237,-,-,t,-,-,a,t,a,-,k,u,-
niig1237,-,-,h,-,-,a,t,a,-,k,u,-
fuku1243,b,u,7,-,p,a,d,a,-,g,u,-
send1240,-,-,h,-,-,a,d,a,-,g,u,-
yama1262,-,-,t,-,-,a,d,a,-,g,u,-
akit1240,-,-,t,-,-,a,d,a,-,g,u,-
tsug1237,-,-,t,-,-,a,d,a,-,g,u,-
kese1237,-,-,h,-,-,a,d,a,-,g,u,-
izum1237,-,-,t,-,-,a,t,a,-,k,u,-
hach1239,b,u,t,-,-,-,s,-,-,-,u,-
saga1265,-,-,t,-,-,a,t,a,-,k,u,-
nort2935,-,-,t,-,-,a,t,a,-,7,-,-
oldj1239,-,u,t,-,-,-,s,-,-,-,u,-
