language,x1,x2,x3,x4
ishi1240,t,-,i,-
take1256,t,-,i,-
hate1238,s,-,i,3
naze1238,t,-,i,-
okin1244,t,-,i,-
yona1241,t,-,i,-
miya1260,t,-,i,-
irab1238,t,-,i,-
tara1319,t,-,i,-
ikem1235,t,-,i,-
chik1251,t,-,e,-
kuma1281,t,S,e,-
naga1405,t,-,e,-
miya1258,t,-,e,-
oita1237,t,-,e,-
toky1238,t,-,e,-
yama1263,t,-,e,-
hokk1243,t,-,e,-
gifu1238,t,-,e,-
gifu1238,t,-,e,-
shiz1237,t,-,e,-
gunm1237,t,-,e,-
chic1269,t,-,e,-
toch1258,t,-,e,-
kana1290,t,-,e,-
iyob1237,t,-,e,-
tott1237,t,-,e,-
miee1237,t,-,e,-
kaga1258,t,-,e,-
toku1245,t,-,e,-
kyot1238,t,-,e,-
osak1237,t,-,e,-
waka1279,t,-,e,-
shig1237,t,-,e,-
kobe1244,t,-,e,-
okay1237,t,-,e,-
yama1261,t,-,e,-
fuku1241,t,-,e,-
kana1289,t,-,e,-
naga1408,t,-,e,-
hiro1237,t,-,e,-
ibar1242,t,-,e,-
chib1248,t,-,e,-
hata1244,t,-,e,-
toya1237,t,-,e,-
niig1237,t,-,e,-
fuku1243,t,-,e,-
send1240,t,-,e,-
yama1262,t,-,e,-
akit1240,t,-,e,-
tsug1237,t,-,e,-
kese1237,t,-,e,-
izum1237,t,-,e,-
hach1239,t,-,e,-
saga1265,t,-,e,-
nort2935,t,-,i,3
oldj1239,t,-,e,3
