language,x1,x2,x3,x4,x5,x6
ishi1240,k,-,u,m,u,-
take1256,b,-,u,m,u,-
hate1238,b,-,u,m,o,N
naze1238,k,7,u,m,u,-
okin1244,k,-,u,m,u,-
yona1241,N,-,-,m,u,-
miya1260,b,-,u,m,u,-
irab1238,b,-,u,m,u,-
tara1319,b,-,u,m,u,-
ikem1235,N,-,-,m,u,-
chik1251,k,-,u,m,o,-
kuma1281,k,-,u,m,o,-
naga1405,k,-,u,m,o,-
miya1258,k,-,u,m,o,-
oita1237,k,-,u,m,o,-
toky1238,k,-,u,m,o,-
yama1263,k,-,u,m,o,-
hokk1243,k,-,u,m,o,-
gifu1238,k,-,u,m,o,-
gifu1238,k,-,u,m,o,-
shiz1237,k,-,u,m,o,-
gunm1237,k,-,u,m,o,-
chic1269,k,-,u,m,o,-
toch1258,k,-,u,m,o,-
kana1290,k,-,u,m,o,-
iyob1237,k,-,u,m,o,-
tott1237,k,-,u,m,o,-
miee1237,k,-,u,m,o,-
kaga1258,k,-,u,m,o,-
toku1245,k,-,u,m,o,-
kyot1238,k,-,u,m,o,-
osak1237,k,-,u,m,o,-
waka1279,k,-,u,m,o,-
shig1237,k,-,u,m,o,-
kobe1244,k,-,u,m,o,-
okay1237,k,-,u,m,o,-
yama1261,k,-,u,m,o,-
fuku1241,k,-,u,m,o,-
kana1289,k,-,u,m,o,-
naga1408,k,-,u,m,o,-
hiro1237,k,-,u,m,o,-
ibar1242,k,-,u,m,o,-
chib1248,k,-,u,m,o,-
hata1244,k,-,u,m,o,-
toya1237,k,-,u,m,o,-
niig1237,k,-,u,m,o,-
fuku1243,k,-,u,m,o,-
send1240,k,-,u,m,o,-
yama1262,k,-,u,m,o,-
akit1240,k,-,u,m,o,-
tsug1237,k,-,u,m,o,-
kese1237,k,-,u,m,o,-
izum1237,k,-,u,m,o,-
hach1239,k,-,u,m,o,-
saga1265,k,-,u,m,o,-
nort2935,k,-,u,m,o,-
oldj1239,k,-,u,m,o,-
