language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
ishi1240,-,-,b,u,b,-,u,-,-,s,a,-,-,N,-
take1256,-,-,7,-,f,-,o,-,-,-,-,-,-,N,-
hate1238,-,-,-,-,b,-,u,-,-,h,a,h,-,a,N
naze1238,-,-,-,-,k,7,u,-,-,r,u,S,-,a,N
okin1244,-,-,-,-,k,-,u,-,-,r,u,S,-,e,N
yona1241,-,-,-,-,b,-,u,-,-,r,u,-,-,-,-
miya1260,-,-,7,-,f,-,u,-,-,k,a,-,-,i,3
irab1238,-,-,7,-,f,-,u,-,-,k,a,-,-,m,-
tara1319,-,-,-,-,7,b,u,S,a,r,u,-,-,-,-
ikem1235,-,-,7,-,f,-,u,-,-,k,a,-,-,i,-
chik1251,-,-,-,-,k,-,u,-,-,r,o,k,-,a,-
kuma1281,-,-,-,-,k,-,u,-,-,r,o,k,-,a,-
naga1405,-,-,-,-,k,-,u,-,-,r,o,k,-,a,-
miya1258,m,a,7,-,k,-,u,-,-,r,-,-,-,i,-
oita1237,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
toky1238,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
yama1263,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
hokk1243,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
gifu1238,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
gifu1238,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
shiz1237,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
gunm1237,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
chic1269,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
toch1258,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
kana1290,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
iyob1237,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
tott1237,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
miee1237,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
kaga1258,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
toku1245,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
kyot1238,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
osak1237,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
waka1279,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
shig1237,-,-,-,-,k,-,u,-,-,r,e,-,-,e,-
kobe1244,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
okay1237,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
yama1261,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
fuku1241,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
kana1289,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
naga1408,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
hiro1237,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
ibar1242,-,-,-,-,k,-,u,-,-,r,o,-,-,e,-
chib1248,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
hata1244,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
toya1237,-,-,-,-,k,-,u,-,-,r,o,-,-,i,-
niig1237,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
fuku1243,m,a,7,-,k,-,u,-,-,r,-,-,-,e,-
send1240,-,-,-,-,k,-,u,-,-,r,o,-,-,e,-
yama1262,-,-,-,-,k,-,u,-,-,r,o,-,-,e,-
akit1240,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
tsug1237,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
kese1237,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
izum1237,-,-,-,-,k,-,u,-,-,r,o,-,-,e,-
hach1239,-,-,-,-,k,-,u,-,-,r,o,k,y,a,-
saga1265,-,-,-,-,k,-,u,-,-,r,o,k,-,a,-
nort2935,-,-,-,-,k,-,u,-,-,r,-,-,-,e,-
oldj1239,-,-,-,-,k,-,u,-,-,r,o,S,-,i,-
