language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
ishi1240,7,u,-,-,-,t,-,i,-,r,-,u,N
take1256,-,u,-,-,-,t,-,i,-,r,-,u,N
hate1238,7,u,-,-,-,t,S,i,-,r,-,u,N
naze1238,7,u,-,-,-,t,-,i,3,r,y,u,N
okin1244,7,u,-,-,-,t,-,i,-,-,-,3,N
yona1241,7,u,-,-,-,t,-,i,-,r,-,u,N
miya1260,-,u,-,-,-,t,-,i,i,3,-,-,-
irab1238,-,u,-,-,-,t,-,i,-,l,-,-,-
tara1319,-,u,-,-,-,t,-,i,-,l,-,-,-
ikem1235,-,u,-,-,-,t,-,i,-,-,-,-,-
chik1251,-,o,-,-,-,t,s,u,-,r,-,u,-
kuma1281,-,o,-,-,-,t,S,i,-,r,-,u,-
naga1405,-,o,-,-,-,t,s,u,-,r,-,u,-
miya1258,-,o,-,-,-,t,s,u,-,r,-,u,-
oita1237,-,o,-,-,-,t,-,u,-,r,-,u,-
toky1238,-,o,-,-,-,t,S,i,-,r,-,u,-
yama1263,-,o,-,-,-,t,S,i,-,r,-,u,-
hokk1243,-,o,-,-,-,t,S,i,-,r,-,u,-
gifu1238,-,o,-,-,-,t,S,i,-,r,-,u,-
gifu1238,-,o,-,-,-,t,S,i,-,r,-,u,-
shiz1237,-,o,-,-,-,t,S,i,-,r,-,u,-
gunm1237,-,o,-,-,-,t,S,i,-,r,-,u,-
chic1269,-,o,-,-,-,t,S,i,-,r,-,u,-
toch1258,-,o,-,-,-,t,S,i,-,r,-,u,-
kana1290,-,o,k,o,7,t,S,i,-,r,-,u,-
iyob1237,-,o,-,-,-,t,S,i,-,r,-,u,-
tott1237,-,o,-,-,-,t,S,i,-,r,-,u,-
miee1237,-,o,-,-,-,t,S,i,-,r,-,u,-
kaga1258,-,o,-,-,-,t,S,i,-,r,-,u,-
toku1245,-,o,-,-,-,t,S,i,-,r,-,u,-
kyot1238,-,o,-,-,-,t,S,i,-,r,-,u,-
osak1237,-,o,-,-,-,t,S,i,-,r,-,u,-
waka1279,-,o,-,-,-,t,S,i,-,r,-,u,-
shig1237,-,o,-,-,-,t,S,i,-,r,-,u,-
kobe1244,-,o,-,-,-,t,S,i,-,r,-,u,-
okay1237,-,o,-,-,-,t,S,i,-,r,-,u,-
yama1261,-,o,-,-,-,t,S,i,-,r,-,u,-
fuku1241,-,o,-,-,-,t,S,i,-,r,-,u,-
kana1289,-,o,-,-,7,t,S,i,-,r,-,u,-
naga1408,-,o,-,-,-,t,S,i,-,r,-,u,-
hiro1237,-,o,-,-,-,t,S,i,-,r,-,u,-
ibar1242,-,o,-,-,-,d,Z,i,-,r,-,u,-
chib1248,-,o,-,-,-,t,S,i,-,r,-,u,-
hata1244,-,o,-,-,-,t,S,i,-,r,-,u,-
toya1237,-,o,-,-,-,t,S,i,-,r,-,u,-
niig1237,-,o,-,-,-,t,S,i,-,r,-,u,-
fuku1243,-,o,-,-,-,d,Z,i,-,r,-,u,-
send1240,-,o,-,-,-,d,z,u,-,r,-,u,-
yama1262,-,o,-,-,-,d,Z,i,-,r,-,u,-
akit1240,-,o,-,-,-,d,Z,i,-,r,-,u,-
tsug1237,-,o,-,-,-,d,z,u,-,r,-,u,-
kese1237,-,o,-,-,-,d,z,u,-,r,-,u,-
izum1237,-,o,-,-,-,t,S,i,-,-,-,-,-
hach1239,-,o,-,-,-,t,-,e,-,r,-,u,-
saga1265,-,o,-,-,-,t,S,i,-,-,-,-,-
nort2935,-,o,-,-,-,t,s,-,-,-,-,u,7
oldj1239,-,o,-,-,-,t,-,-,-,-,-,u,-
