language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
ishi1240,t,-,-,u,-,-,s,-,-,-,a,N
take1256,t,-,-,u,-,-,w,-,-,-,a,N
hate1238,t,-,-,u,s,a,h,-,-,-,a,N
naze1238,t,-,-,u,-,-,S,-,-,-,a,N
okin1244,t,-,-,u,-,-,S,-,-,-,e,N
yona1241,t,-,-,u,-,-,-,-,-,-,N,-
miya1260,k,a,m,a,-,-,k,a,-,-,i,3
irab1238,t,-,-,u,-,-,k,-,-,-,a,l
tara1319,k,a,d,a,-,-,S,-,-,-,a,l
ikem1235,k,a,m,a,-,-,k,a,-,-,i,-
chik1251,t,-,-,o,-,-,k,-,-,-,a,-
kuma1281,t,-,-,o,-,-,k,-,-,-,a,-
naga1405,t,-,-,o,-,-,k,-,-,-,a,-
miya1258,t,-,-,o,-,-,w,-,-,-,i,-
oita1237,t,-,-,o,-,-,w,-,-,-,i,-
toky1238,t,-,-,o,-,-,-,-,-,-,i,-
yama1263,t,-,-,o,-,-,-,-,-,-,i,-
hokk1243,t,-,-,o,-,-,-,-,-,-,i,-
gifu1238,t,-,-,o,-,-,-,-,-,-,e,-
gifu1238,t,-,-,o,-,-,-,-,-,-,e,-
shiz1237,t,-,-,o,-,-,-,-,-,-,i,-
gunm1237,t,-,-,o,-,-,w,a,-,-,i,-
chic1269,t,-,-,o,-,-,-,-,-,-,i,-
toch1258,t,-,-,o,-,-,-,-,-,-,i,-
kana1290,t,-,-,o,-,-,-,-,-,-,e,-
iyob1237,t,-,-,o,-,-,w,a,-,-,i,-
tott1237,t,-,-,o,-,-,-,-,-,-,i,-
miee1237,t,-,-,o,-,-,-,-,-,-,i,-
kaga1258,t,-,-,o,-,-,-,-,-,-,i,-
toku1245,t,-,-,o,-,-,-,-,-,-,i,-
kyot1238,t,-,-,o,-,-,-,-,-,-,i,-
osak1237,t,-,-,o,-,-,-,-,-,-,i,-
waka1279,t,-,-,o,-,-,b,a,-,-,i,-
shig1237,t,-,-,o,-,-,-,-,-,-,i,-
kobe1244,t,-,-,o,-,-,-,-,-,-,i,-
okay1237,t,-,-,o,-,-,-,-,-,-,e,-
yama1261,t,-,-,o,-,-,-,-,-,-,i,-
fuku1241,t,-,-,o,-,-,-,-,-,-,i,-
kana1289,t,-,-,o,-,-,-,-,-,-,i,-
naga1408,t,-,-,o,-,-,-,-,-,-,e,-
hiro1237,t,-,-,o,-,-,-,-,-,-,i,-
ibar1242,t,-,-,o,-,-,-,-,-,-,e,-
chib1248,t,-,-,o,-,-,k,-,-,-,i,-
hata1244,t,-,-,o,-,-,-,-,-,-,i,-
toya1237,t,-,-,o,-,-,-,-,-,-,i,-
niig1237,t,-,-,o,-,-,w,-,-,-,e,-
fuku1243,t,-,-,o,-,-,-,-,-,-,i,-
send1240,t,-,-,o,-,-,-,-,-,-,e,-
yama1262,t,-,-,o,-,7,g,-,-,-,u,-
akit1240,t,-,-,o,-,-,-,-,-,-,e,-
tsug1237,t,-,-,o,-,-,-,-,-,-,e,-
kese1237,t,-,-,o,-,-,-,-,-,-,e,-
izum1237,t,-,-,o,-,-,-,-,-,-,e,-
hach1239,t,-,-,o,-,-,k,-,-,-,y,a
saga1265,t,-,-,o,-,-,k,-,-,-,a,-
nort2935,t,-,-,o,-,-,-,-,-,-,e,-
oldj1239,t,-,-,o,-,e,h,o,e,S,i,-
