language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
ishi1240,p,s,i,3,-,S,-,-,i,-,-,-,s,a,N,-
take1256,p,-,-,i,-,s,-,-,-,-,-,-,-,a,N,-
hate1238,-,-,-,p,-,s,-,-,i,3,S,a,h,a,N,-
naze1238,-,-,-,-,-,S,i,S,i,-,-,-,S,a,N,-
okin1244,7,-,-,u,-,s,u,S,e,-,-,-,-,-,N,-
yona1241,-,-,-,-,-,S,-,-,i,t,-,-,s,a,N,-
miya1260,-,-,-,u,-,s,-,-,i,-,-,3,k,a,i,3
irab1238,p,s,i,3,-,s,-,-,i,-,-,3,k,a,l,-
tara1319,p,-,-,i,7,s,-,-,a,-,-,-,-,-,l,-
ikem1235,-,-,-,7,-,s,-,-,u,-,-,-,k,a,i,-
chik1251,-,-,-,u,-,s,u,k,a,-,-,-,-,-,-,-
kuma1281,-,-,-,u,-,s,u,k,a,-,-,-,-,-,-,-
naga1405,-,-,-,u,-,s,u,k,a,-,-,-,-,-,-,-
miya1258,-,-,-,u,-,s,-,-,i,-,-,-,-,-,-,-
oita1237,-,-,-,u,-,s,-,-,i,-,-,-,-,-,-,-
toky1238,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
yama1263,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
hokk1243,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
gifu1238,-,-,-,u,-,S,u,-,-,-,-,-,-,-,-,-
gifu1238,-,-,-,u,-,S,u,-,-,-,-,-,-,-,-,-
shiz1237,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
gunm1237,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
chic1269,-,-,-,u,-,s,u,-,e,-,-,-,-,-,-,-
toch1258,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
kana1290,-,-,-,u,-,S,-,-,i,-,-,-,-,-,-,-
iyob1237,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
tott1237,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
miee1237,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
kaga1258,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
toku1245,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
kyot1238,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
osak1237,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
waka1279,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
shig1237,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
kobe1244,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
okay1237,-,-,-,u,-,S,-,-,i,-,-,-,-,-,-,-
yama1261,-,-,-,u,-,S,-,-,i,-,-,-,-,-,-,-
fuku1241,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
kana1289,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
naga1408,-,-,-,u,-,s,u,-,e,-,-,-,-,-,-,-
hiro1237,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
ibar1242,-,-,-,u,-,s,u,-,e,-,-,-,-,-,-,-
chib1248,-,-,-,u,-,s,u,-,-,-,-,-,-,-,-,-
hata1244,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
toya1237,-,-,-,u,7,s,u,-,i,-,-,-,-,-,-,-
niig1237,-,-,-,u,-,s,-,-,e,-,-,-,-,-,-,-
fuku1243,-,-,-,u,-,s,u,-,i,-,-,-,-,-,-,-
send1240,-,-,-,u,-,s,u,-,e,-,-,-,-,-,-,-
yama1262,-,-,-,u,7,S,-,-,i,-,-,-,-,-,-,-
akit1240,-,-,-,u,-,S,i,-,e,-,-,-,-,-,-,-
tsug1237,-,-,-,u,-,s,u,-,e,-,-,-,-,-,-,-
kese1237,-,-,-,u,-,s,u,-,-,-,-,-,-,-,-,-
izum1237,-,-,-,o,-,S,-,-,i,-,-,-,-,-,-,-
hach1239,-,-,-,u,-,s,u,k,y,-,-,-,-,a,-,-
saga1265,-,-,-,u,-,s,u,k,a,-,-,-,-,-,-,-
nort2935,-,-,-,u,-,S,-,-,i,-,-,-,-,-,-,-
oldj1239,-,-,-,u,-,s,u,S,i,-,-,-,-,-,-,-
