language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
ishi1240,-,-,-,-,a,7,-,p,-,-,-,-,a,-
take1256,-,-,-,-,a,-,-,b,-,-,-,-,u,-
hate1238,-,-,-,-,a,-,-,b,-,u,w,-,a,-
naze1238,-,-,7,-,a,N,-,m,-,-,-,-,a,-
okin1244,-,-,7,-,a,N,-,m,-,-,-,-,a,-
yona1241,-,-,-,-,a,-,-,b,-,u,t,-,a,-
miya1260,-,-,-,-,a,N,-,n,-,-,-,-,a,-
irab1238,-,-,-,-,a,N,-,n,-,-,-,-,a,-
tara1319,-,-,-,-,-,N,-,m,-,-,-,-,a,-
ikem1235,-,-,-,-,-,N,-,m,-,-,-,-,a,-
chik1251,-,-,k,-,a,-,-,s,-,-,-,-,a,N
kuma1281,-,-,k,-,a,k,u,s,-,-,-,-,a,N
naga1405,-,-,k,-,a,-,-,s,-,-,-,-,a,N
miya1258,-,-,k,-,a,k,a,y,-,-,-,-,a,N
oita1237,-,-,k,-,a,k,a,s,-,-,-,-,a,N
toky1238,-,-,h,-,a,-,-,h,-,-,-,-,a,-
yama1263,-,-,h,-,a,-,-,h,-,-,-,-,a,-
hokk1243,-,-,h,-,a,-,-,h,-,-,-,-,a,-
gifu1238,-,-,h,-,a,-,-,h,-,-,-,-,a,-
gifu1238,-,-,h,-,a,-,-,h,-,-,-,-,a,-
shiz1237,-,-,k,-,a,-,-,k,-,-,-,-,a,-
gunm1237,o,-,7,k,a,-,-,s,-,-,-,-,a,N
chic1269,o,-,7,k,a,-,-,y,-,-,-,-,a,N
toch1258,-,-,k,-,a,t,-,S,-,-,-,-,a,N
kana1290,-,-,-,-,o,-,-,7,-,-,k,-,a,-
iyob1237,-,-,h,-,a,-,-,h,-,-,-,-,a,-
tott1237,o,-,k,-,a,-,-,s,-,-,-,-,a,N
miee1237,o,-,k,-,a,-,-,s,-,-,-,-,a,N
kaga1258,-,-,h,-,a,-,-,h,-,-,-,-,a,-
toku1245,-,-,h,-,a,-,-,h,-,-,-,-,a,-
kyot1238,o,-,k,-,a,t,-,S,-,-,-,-,a,N
osak1237,o,-,k,-,a,t,-,S,-,-,-,-,a,N
waka1279,o,-,k,-,a,-,-,s,-,-,-,-,a,N
shig1237,-,-,h,-,a,-,-,h,-,-,-,-,a,-
kobe1244,-,-,h,-,a,-,-,h,a,o,y,-,a,-
okay1237,-,-,h,-,a,-,-,h,-,-,-,-,a,-
yama1261,-,-,k,-,a,t,-,S,-,-,-,-,a,N
fuku1241,o,7,k,-,a,-,-,-,-,-,-,-,-,-
kana1289,o,-,k,-,a,-,-,s,-,-,-,-,a,N
naga1408,-,-,h,-,a,-,-,h,-,-,-,-,a,-
hiro1237,-,-,h,-,a,-,-,h,-,-,-,-,a,-
chib1248,-,-,k,-,a,-,-,7,-,-,k,-,a,-
hata1244,-,-,h,-,a,-,-,h,-,-,-,-,a,-
toya1237,o,-,7,k,a,-,-,h,-,-,-,-,a,N
niig1237,o,-,7,k,a,t,-,S,-,-,-,-,a,N
fuku1243,-,-,-,-,o,-,-,7,-,-,k,-,a,-
send1240,o,-,g,-,a,-,-,7,-,-,t,S,a,N
yama1262,-,-,g,-,a,-,-,g,-,-,-,-,a,-
akit1240,-,-,-,-,a,-,-,b,-,-,-,-,a,-
tsug1237,-,-,-,-,a,7,-,p,-,-,-,-,a,-
kese1237,o,-,g,-,a,-,-,s,-,-,-,-,a,N
izum1237,-,-,k,-,a,-,-,7,-,-,k,-,a,-
hach1239,-,-,-,-,o,-,-,7,-,-,k,-,a,-
saga1265,o,-,k,-,a,-,-,y,-,-,-,-,a,N
nort2935,-,-,k,-,a,-,-,k,-,-,-,-,a,-
oldj1239,-,-,h,-,a,-,-,h,-,-,-,-,a,-
