language,x1,x2,x3,x4,x5
ishi1240,p,a,r,i,3
take1256,p,a,r,u,-
hate1238,p,a,r,i,3
naze1238,h,a,r,i,-
okin1244,b,a,-,i,-
yona1241,h,a,-,i,-
miya1260,p,i,-,i,3
irab1238,p,a,-,l,-
tara1319,p,a,-,l,-
ikem1235,h,a,-,i,-
chik1251,h,a,r,i,-
kuma1281,h,a,r,i,-
naga1405,h,a,r,i,-
miya1258,h,a,r,i,-
oita1237,h,a,r,i,-
toky1238,h,a,r,i,-
yama1263,h,a,r,i,-
hokk1243,h,a,r,i,-
gifu1238,h,a,r,i,-
gifu1238,h,a,r,i,-
shiz1237,h,a,r,i,-
gunm1237,h,a,r,i,-
chic1269,h,a,r,i,-
toch1258,h,a,r,i,-
kana1290,h,a,r,i,-
iyob1237,h,a,r,i,-
tott1237,h,a,r,i,-
miee1237,h,a,r,i,-
kaga1258,h,a,r,i,-
toku1245,h,a,r,i,-
kyot1238,h,a,r,i,-
osak1237,h,a,r,i,-
waka1279,h,a,r,i,-
shig1237,h,a,r,i,-
kobe1244,h,a,r,i,-
okay1237,h,a,r,i,-
yama1261,h,a,r,i,-
fuku1241,h,a,r,i,-
kana1289,h,a,r,i,-
naga1408,h,a,r,i,-
hiro1237,h,a,r,i,-
ibar1242,h,a,r,i,-
chib1248,h,a,r,i,-
hata1244,h,a,r,i,-
toya1237,h,a,r,u,-
niig1237,h,a,r,i,-
fuku1243,h,a,r,i,-
send1240,h,a,r,i,-
yama1262,h,a,r,i,-
akit1240,h,a,r,i,-
tsug1237,h,a,r,i,-
kese1237,h,a,r,i,-
izum1237,h,a,r,i,-
hach1239,h,a,r,i,-
saga1265,h,a,-,i,-
nort2935,h,a,-,i,-
oldj1239,h,a,r,i,-
