language,x1,x2,x3,x4,x5,x6,x7
ishi1240,y,a,-,t,s,i,3
take1256,y,a,-,t,S,-,i
hate1238,y,a,-,t,s,i,3
naze1238,y,a,-,t,s,i,3
okin1244,y,a,-,t,S,-,i
yona1241,d,a,-,t,S,-,i
miya1260,y,a,-,t,s,i,3
irab1238,y,a,-,t,s,i,3
tara1319,y,a,-,t,s,i,3
ikem1235,y,a,-,t,s,i,3
chik1251,y,a,-,t,s,-,u
kuma1281,y,a,-,t,s,-,u
naga1405,y,a,7,t,s,-,u
miya1258,y,a,-,t,s,-,u
oita1237,y,a,-,t,-,-,u
toky1238,y,a,7,t,s,-,u
yama1263,y,a,7,t,s,-,u
hokk1243,y,a,7,t,s,-,u
gifu1238,y,a,7,t,s,-,u
gifu1238,y,a,7,t,s,-,u
shiz1237,y,a,7,t,s,-,u
gunm1237,y,a,7,t,s,-,u
chic1269,y,a,7,t,s,-,u
toch1258,y,a,7,t,s,-,u
kana1290,y,a,7,t,s,-,u
iyob1237,y,a,7,t,s,-,u
tott1237,y,a,7,t,s,-,u
miee1237,y,a,7,t,s,-,u
kaga1258,y,a,7,t,s,-,u
toku1245,y,a,7,t,s,-,u
kyot1238,y,a,7,t,s,-,u
osak1237,y,a,7,t,s,-,u
waka1279,y,a,7,t,s,-,u
shig1237,y,a,7,t,s,-,u
kobe1244,y,a,7,t,s,-,u
okay1237,y,a,7,t,s,-,u
yama1261,y,a,7,t,s,-,u
fuku1241,y,a,7,t,s,-,u
kana1289,y,a,7,t,s,-,u
naga1408,y,a,7,t,s,-,u
hiro1237,y,a,7,t,s,-,u
ibar1242,y,a,7,t,s,-,u
chib1248,y,a,-,t,s,-,u
hata1244,y,a,7,t,s,-,u
toya1237,y,a,7,t,s,-,u
niig1237,y,a,7,t,s,-,u
fuku1243,y,a,7,t,s,-,u
send1240,y,a,7,t,s,-,u
yama1262,y,a,7,t,S,-,i
akit1240,y,a,7,t,S,-,i
tsug1237,y,a,7,t,s,-,u
kese1237,y,a,7,t,s,-,u
izum1237,y,a,7,t,S,-,i
hach1239,y,a,7,t,s,-,u
saga1265,y,a,-,t,s,-,u
nort2935,y,a,7,t,s,-,u
oldj1239,y,a,-,-,-,-,-
