language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
ishi1240,7,i,-,k,-,i,-,-,-,-
take1256,-,i,-,k,-,i,-,-,-,-
hate1238,7,i,3,s,-,i,-,-,-,3
naze1238,-,i,-,k,-,i,-,-,-,-
okin1244,7,i,-,k,-,i,-,-,-,-
yona1241,7,i,-,t,-,i,-,-,-,-
ikem1235,-,i,-,t,s,i,-,-,-,3
chik1251,-,i,-,k,-,i,-,-,-,-
kuma1281,-,i,-,k,-,i,-,-,-,-
naga1405,-,i,-,k,-,i,-,-,-,-
miya1258,-,i,-,k,-,i,-,-,-,-
oita1237,-,i,-,k,-,i,-,-,-,-
toky1238,-,i,-,k,-,i,-,-,-,-
yama1263,-,i,-,k,-,i,-,-,-,-
hokk1243,-,i,-,k,-,i,-,-,-,-
gifu1238,-,i,-,k,-,i,-,-,-,-
gifu1238,-,i,-,k,-,i,-,-,-,-
shiz1237,-,i,-,k,-,i,-,-,-,-
gunm1237,-,i,-,k,-,i,-,-,-,-
chic1269,-,i,-,k,-,i,-,-,-,-
toch1258,-,i,-,k,-,i,-,-,-,-
kana1290,-,i,-,k,-,i,-,-,-,-
iyob1237,-,i,-,k,-,i,-,-,-,-
tott1237,-,i,-,k,-,i,-,-,-,-
miee1237,-,i,-,k,-,i,-,-,-,-
kaga1258,-,i,-,k,-,i,-,-,-,-
toku1245,-,i,-,k,-,i,-,-,-,-
kyot1238,-,i,-,k,-,i,-,-,-,-
osak1237,-,i,-,k,-,i,-,-,-,-
waka1279,-,i,-,k,-,i,-,-,-,-
shig1237,-,i,-,k,-,i,-,-,-,-
kobe1244,-,i,-,k,-,i,-,-,-,-
okay1237,-,i,-,k,-,i,-,-,-,-
yama1261,-,i,-,k,-,i,-,-,-,-
fuku1241,-,i,-,k,-,i,-,-,-,-
kana1289,-,i,-,k,-,i,-,-,-,-
naga1408,-,e,-,k,-,i,-,-,-,-
hiro1237,-,i,-,k,-,i,-,-,-,-
ibar1242,-,e,-,k,-,i,-,-,-,-
chib1248,-,i,-,k,-,i,-,-,-,-
hata1244,-,i,-,k,-,i,-,-,-,-
toya1237,-,e,-,k,-,i,-,-,-,-
niig1237,-,e,-,k,-,i,-,-,-,-
fuku1243,-,i,-,g,-,i,-,-,-,-
send1240,-,e,-,g,-,i,-,-,-,-
yama1262,-,e,-,g,-,i,-,-,-,-
akit1240,-,e,-,g,-,i,-,-,-,-
tsug1237,-,i,-,g,-,i,-,-,-,-
kese1237,-,e,-,g,-,i,-,-,-,-
izum1237,-,i,-,k,-,i,-,-,-,-
hach1239,-,i,-,k,-,i,-,-,-,-
saga1265,-,i,-,k,-,i,-,-,-,-
nort2935,-,i,-,7,-,-,-,-,-,-
oldj1239,-,i,-,k,-,i,d,u,k,u
