language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
khal1275,-,-,-,-,-,-,-,-,-,-,m,-,i,-,-,-,t,-,-
thul1246,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,-
kulu1253,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,m,-,a
bahi1252,-,-,-,-,-,-,-,-,-,-,h,-,e,-,-,-,t,-,-
bahi1252,-,-,-,-,-,-,-,-,-,-,b,-,E,-,-,-,k,-,-
limb1266,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,-
bant1281,-,-,-,-,-,-,-,-,-,-,s,-,3,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,-
wayu1241,-,-,-,-,-,-,-,-,-,-,m,-,e,-,-,-,t,-,-
oldb1235,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,y,-,-
nucl1310,-,-,-,t,-,-,-,-,-,-,8,-,e,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,-,S,e,i,-,-,-,-,-,-
zaiw1241,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,k,-,-
lisu1250,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,-,-,-
jing1260,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,-,-,-
haka1240,-,-,-,t,h,i,i,i,-,t,h,-,i,-,-,-,7,-,-
lush1249,-,-,-,t,-,-,-,-,-,-,h,-,i,-,-,-,-,-,-
ukhr1238,-,-,-,k,-,-,-,3,-,t,h,-,i,-,-,-,-,-,-
karb1241,-,-,-,t,-,-,-,-,-,-,h,i,i,-,-,-,-,-,-
horp1240,-,-,-,d,-,-,-,3,-,-,s,h,E,-,-,-,-,-,-
eree1240,-,-,-,-,-,-,-,-,-,-,s,-,3,-,-,-,-,-,-
japh1234,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,-
situ1238,-,-,-,k,-,-,-,o,-,-,S,-,i,-,-,-,-,-,-
zhab1238,-,-,-,t,-,-,-,3,-,-,S,-,3,-,-,-,-,-,-
tang1334,-,-,-,-,-,-,-,-,-,-,s,y,i,-,-,-,-,-,-
byan1241,h,i,T,t,-,-,-,-,-,-,S,-,i,-,-,-,m,-,o
rong1264,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,s,-,-
gahr1239,-,-,-,t,-,-,-,o,o,N,s,-,-,-,-,-,-,-,-
gahr1239,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,t,-,-
clas1254,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,x,h,3,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,x,h,3,-,-,-,-,-,-
utsa1239,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,-,-,-,-,x,h,i,-,-,-,-,-,-
tsha1245,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,-,-,-
diga1241,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,-,k,-,e,-,-,-,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,-,S,-,i,-,-,-,-,-,-
garo1247,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,a,-,-
rabh1238,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,-
guan1279,-,-,-,-,-,-,-,-,-,-,s,e,i,-,-,-,-,-,-
hakk1236,-,-,-,k,-,-,-,-,-,-,h,-,i,a,u,t,h,a,i
hakk1236,-,-,-,-,-,-,-,-,-,-,p,-,a,-,-,-,7,-,-
hakk1236,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,-
chao1238,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,-
chao1239,-,-,-,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,-
oldc1244,-,-,-,-,-,-,-,-,-,-,s,-,i,-,y,-,7,-,-
