language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
haka1240,-,-,-,-,z,-,-,a,-,k,-,-,-,z,-,-,a,7,-,-
karb1241,-,-,-,-,k,-,-,a,-,t,h,e,-,r,-,-,a,k,-,-
khal1275,-,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,a,k,s,i
thul1246,-,-,-,-,k,-,-,-,-,-,-,-,-,r,-,-,3,m,-,-
kulu1253,-,-,-,-,N,-,-,3,-,-,-,i,m,l,3,m,a,-,-,-
limb1266,-,-,-,-,n,-,-,u,-,-,-,-,n,t,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,a,s,-,-
lash1243,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,o,7,-,-
zaiw1241,-,-,-,-,x,-,-,o,-,-,-,-,-,-,-,-,o,7,-,-
maru1249,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,o,7,-,-
pela1242,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,7,-,-
acha1249,n,y,o,7,s,-,-,-,-,-,-,-,-,-,-,-,o,7,-,-
nucl1310,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,E,7,-,-
lisu1250,-,-,-,-,S,-,-,u,-,-,-,-,-,-,-,-,o,t,o,o
drun1238,-,-,-,-,S,-,-,u,-,-,-,-,-,r,-,-,o,7,-,-
japh1234,-,-,-,-,-,-,n,o,-,-,z,-,-,r,-,-,a,X,-,-
situ1238,-,-,-,-,k,o,n,o,-,-,s,-,-,r,-,-,o,k,-,-
amdo1237,-,-,-,-,N,o,-,o,-,t,s,-,-,h,-,-,a,-,-,-
amdo1237,-,-,-,-,N,o,-,o,-,t,s,-,-,h,-,-,E,-,-,-
kham1282,-,-,-,-,N,-,-,u,-,t,s,-,-,h,-,-,a,-,-,-
tsha1245,-,-,-,-,N,i,n,a,N,k,-,-,-,h,-,-,u,-,-,-
byan1241,-,-,-,-,h,r,-,-,-,-,-,-,-,-,-,-,a,m,-,o
rong1264,-,-,-,-,k,i,-,-,-,-,-,-,-,-,-,-,a,-,-,-
gahr1239,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,a,k,-,-
