language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
haka1240,-,-,-,-,t,-,-,-,-,-,-,-,s,-,-,-,-,a,-,k,a,a,i
lush1249,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,k,-,e,i
karb1241,-,-,-,-,t,-,-,-,-,-,-,-,e,-,-,-,-,e,-,k,-,e,e
khal1275,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,3,-,r,-,-,-
thul1246,-,-,-,-,g,-,-,u,-,-,-,-,p,-,-,-,s,3,-,-,-,-,-
kulu1253,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,3,-,l,-,-,-
bahi1252,-,-,-,-,m,-,-,E,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-
limb1266,-,-,-,-,k,-,-,e,-,-,-,-,b,-,-,-,-,a,-,-,-,-,-
bant1281,-,-,-,-,d,i,n,a,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-
chep1245,-,-,-,-,m,-,-,a,-,-,-,-,l,u,N,d,Z,a,-,7,-,-,-
wayu1241,-,-,-,-,b,-,-,i,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-
lash1243,-,-,-,-,l,-,-,-,-,-,-,-,-,o,-,-,-,o,-,-,-,-,-
lash1243,-,-,-,-,l,-,-,3,-,-,-,-,m,o,-,-,-,o,-,-,-,-,-
zaiw1241,-,-,-,-,l,o,-,o,-,-,-,-,m,o,-,-,-,o,-,-,-,-,-
maru1249,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
pela1242,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
acha1249,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
nucl1310,-,-,-,-,t,-,-,S,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
lisu1250,-,-,-,-,l,-,-,o,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-
drun1238,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-,-
japh1234,k,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
situ1238,k,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-,-
zhab1238,-,S,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
amdo1237,-,r,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,-,-
amdo1237,-,h,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,X,-,-,-
kham1282,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,7,-,-,-
tsha1245,k,h,a,i,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
byan1241,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
rong1264,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,g,-,-,-
gahr1239,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,-,-
idum1241,-,-,-,-,y,-,-,o,-,-,m,-,r,-,-,-,-,o,-,-,-,-,-
diga1241,-,-,-,-,b,-,-,o,-,-,o,-,d,-,-,-,-,o,-,-,-,-,-
boka1249,-,-,-,-,S,o,-,o,-,-,m,-,y,-,-,-,-,o,-,-,-,-,-
garo1247,-,-,-,-,m,-,-,a,t,T,h,t,s,-,-,-,-,a,-,-,-,-,-
rabh1238,-,-,-,-,m,a,-,a,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-
hakk1236,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,o,o,f,-,-,u
hakk1236,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,u,f,-,-,u
