language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
haka1240,-,-,-,-,-,-,t,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-
lush1249,-,-,-,-,-,-,t,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,i,r,h,-
karb1241,-,-,-,-,i,-,n,-,g,N,h,-,a,-,-,-,-,-,-,-,-,-,a,-,n,-
khal1275,-,-,-,-,-,-,h,i,-,-,l,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
thul1246,-,-,-,-,-,-,k,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kulu1253,-,-,-,-,-,-,b,o,-,-,h,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
limb1266,-,-,-,-,-,-,l,E,k,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
bant1281,-,-,-,-,-,-,b,a,k,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
lash1243,-,-,-,-,-,-,t,-,-,-,h,-,o,-,-,-,m,-,-,p,-,-,o,-,p,-
zaiw1241,-,-,-,-,-,-,-,-,-,-,k,-,3,-,-,-,n,-,-,-,-,-,a,-,-,-
maru1249,-,-,m,y,i,k,t,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,a,-,i,-
pela1242,-,-,-,-,-,-,t,-,-,-,s,-,3,-,-,-,N,-,-,y,-,-,a,-,7,-
acha1249,-,-,-,-,-,-,n,-,-,-,y,-,o,-,-,o,n,-,-,p,-,-,e,-,n,-
nucl1310,-,-,-,-,-,-,-,-,-,-,S,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
lisu1250,-,-,n,-,e,-,d,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
drun1238,-,-,-,-,-,-,t,-,-,-,S,-,u,-,-,-,k,-,-,-,-,-,o,-,N,-
japh1234,-,-,-,-,-,-,t,o,r,-,T,-,o,-,-,-,-,-,-,-,-,-,o,-,X,-
situ1238,-,-,-,-,-,-,t,o,t,-,S,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
zhab1238,-,-,-,-,-,-,T,-,-,-,S,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-
amdo1237,-,-,n,-,-,-,d,-,-,-,-,-,a,-,-,m,m,-,-,b,-,-,a,-,k,-
amdo1237,-,-,n,-,-,-,d,-,-,-,-,-,a,-,-,-,m,-,-,b,-,-,a,-,x,-
kham1282,-,-,n,-,-,-,d,-,-,-,-,-,o,-,-,-,-,-,-,b,-,-,o,-,7,-
tsha1245,y,i,n,-,-,-,t,-,-,-,s,-,a,-,-,-,-,-,-,-,-,-,-,-,N,-
byan1241,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-,T,t,S,a,-,r,-
rong1264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,i,-,l,o
gahr1239,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,m,-,-,p,-,-,a,-,k,-
idum1241,-,i,l,-,i,-,k,-,-,-,h,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-
diga1241,-,-,-,-,-,-,k,-,-,-,h,-,u,-,-,-,l,-,-,-,-,o,i,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,-,S,o,o,-,-,-,t,-,-,-,-,-,o,-,-,-
garo1247,-,-,-,-,-,-,-,-,-,-,h,-,a,-,-,-,7,d,i,p,-,-,e,-,k,-
rabh1238,-,-,-,-,-,-,-,-,-,-,h,-,a,a,d,u,N,l,a,d,-,-,a,-,-,-
hakk1236,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-
hakk1236,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-
