language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
haka1240,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,u,u,u,k,-
lush1249,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,u,-,u,p,-
karb1241,k,-,-,-,-,-,-,-,-,-,e,n,g,N,p,-,-,-,h,-,-,u,-,-,-,-
khal1275,t,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,t,-,s,-,-,u,-,-,-,-
thul1246,k,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,s,-,-,3,-,-,-,-
kulu1253,t,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,t,-,S,-,h,i,-,-,-,-
bahi1252,p,-,-,-,-,-,-,-,-,-,o,-,o,k,-,-,t,-,s,-,-,i,-,-,-,-
limb1266,t,-,-,-,-,-,h,-,-,-,u,-,-,N,b,-,-,-,-,-,-,o,-,-,-,-
bant1281,t,-,-,-,-,-,-,-,-,-,u,-,-,m,p,3,t,-,s,-,h,3,-,-,k,-
chep1245,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,y,-,-,o,-,o,N,7
chep1245,N,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,t,-,-,-,-,o,-,o,l,-
wayu1241,k,-,-,-,-,-,h,-,-,-,o,-,o,-,-,-,k,a,l,-,-,i,-,-,-,-
lash1243,-,-,-,-,-,-,p,-,-,-,o,-,-,-,-,-,t,-,l,-,-,u,-,-,7,-
zaiw1241,k,-,h,y,i,-,p,-,-,-,-,-,-,-,-,-,-,-,h,-,-,u,-,-,t,-
maru1249,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,t,-,l,a,-,u,-,-,k,-
pela1242,-,-,-,-,-,-,p,-,-,-,o,-,-,-,-,-,t,-,l,a,-,u,-,-,7,-
acha1249,t,-,S,-,-,-,h,-,-,-,i,-,-,-,-,-,n,-,y,-,-,o,-,-,7,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,u,-,-,-,-
lisu1250,t,-,S,-,-,-,h,-,-,-,i,-,-,-,-,-,t,-,s,i,n,o,-,-,k,a
drun1238,-,-,-,-,-,-,p,-,-,-,o,-,-,-,-,-,N,-,p,-,-,u,-,-,t,-
japh1234,t,u,X,-,-,-,p,-,-,-,u,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-
situ1238,t,3,-,-,-,-,m,-,N,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,p,-,-,-,u,-,-,-,-,-,-,-,l,o,-,o,-,-,-,-
zhab1238,-,-,-,-,-,-,p,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,w,-,-,-,i,-,-,-,-,-,-,-,n,g,-,o,-,-,-,-
amdo1237,-,-,-,-,-,-,w,-,-,-,i,-,-,-,-,-,-,-,n,g,-,o,-,-,-,-
kham1282,-,-,-,-,-,-,p,-,-,-,e,-,-,-,-,-,-,-,m,-,-,u,-,-,-,-
tsha1245,-,-,-,-,-,-,g,u,m,z,i,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-
byan1241,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,y,-,-,e,-,-,-,-
rong1264,g,-,h,g,-,-,h,-,-,-,u,-,-,-,-,-,n,-,n,-,-,o,-,-,-,-
gahr1239,-,-,-,-,-,-,p,-,-,-,u,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-
diga1241,-,-,-,-,-,-,p,-,-,h,o,-,-,-,-,-,-,-,b,-,-,u,-,-,m,-
boka1249,-,-,-,-,-,-,-,-,-,l,u,-,-,-,-,-,-,-,p,-,-,u,-,-,N,-
garo1247,-,-,-,-,-,-,y,-,-,-,a,-,-,-,-,-,7,-,s,k,-,u,-,-,-,-
rabh1238,t,-,S,a,a,k,h,-,-,-,a,-,-,-,-,-,t,-,h,o,-,o,-,-,N,-
hakk1236,t,-,S,-,-,-,h,-,-,-,i,-,-,7,-,-,t,-,h,i,-,u,-,-,-,-
hakk1236,t,-,s,-,-,-,h,-,-,-,i,-,-,t,-,-,t,-,h,i,-,u,-,-,-,-
