language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
haka1240,-,-,p,-,-,-,h,-,-,-,-,a,a,i,p,-,-,h,-,-,a,-,-,i,-,-,-,-
karb1241,-,-,-,-,-,-,d,-,-,-,-,e,-,-,-,-,-,l,-,-,o,-,-,o,n,g,N,-
khal1275,7,u,b,h,E,-,b,-,-,-,-,E,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-
kulu1253,-,-,m,-,-,-,b,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,p,-,-,-,-,E,-,-,-,-,-,r,-,-,-,-,-,E,-,-,m,-
chep1245,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,l,-,-,o,-,-,o,-,-,N,-
wayu1241,-,-,-,-,-,-,x,-,-,-,-,e,-,-,N,-,-,d,-,-,-,-,-,a,-,-,N,-
lash1243,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,i,-,-,-,-
zaiw1241,-,-,-,-,a,-,p,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,i,-,-,-,-
maru1249,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,i,-,-,-,-
pela1242,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
acha1249,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-
nucl1310,-,-,-,-,-,-,k,-,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,o,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,E,k,o,t,S,i,-,-,-,-
drun1238,-,-,-,-,o,N,m,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,o,-,-,m,-
japh1234,-,-,-,-,-,-,n,-,-,-,d,o,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-
situ1238,-,-,-,-,-,-,k,-,-,-,-,o,-,-,m,-,k,r,-,-,-,-,-,o,-,-,k,-
zhab1238,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,S,-,k,i
amdo1237,-,-,t,-,-,-,h,-,-,-,-,3,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,t,-,S,-,h,-,-,-,-,e,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-
kham1282,-,-,t,-,S,-,h,-,-,-,-,e,-,i,7,t,S,h,-,-,-,-,-,e,-,-,i,-
rong1264,-,-,t,-,-,-,h,-,-,-,-,a,-,-,N,-,-,g,-,-,-,-,-,a,-,-,-,-
gahr1239,-,-,p,-,-,-,h,r,e,t,t,o,-,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-
idum1241,-,-,-,-,e,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,e,N,-
diga1241,-,-,x,-,o,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,e,N,-
boka1249,-,-,-,-,a,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
hakk1236,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-
hakk1236,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-
