language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
haka1240,-,-,v,-,-,e,-,-,-,-,-,e,e,l,v,e,l,7,-,-,-,-
lush1249,-,-,b,-,-,e,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
karb1241,-,-,r,-,-,o,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-
khal1275,k,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
thul1246,k,-,w,-,-,a,-,l,-,b,-,a,-,-,-,-,-,-,-,-,-,-
kulu1253,k,-,h,-,-,e,-,-,-,m,-,a,-,-,-,-,-,-,-,-,-,-
bahi1252,-,-,-,-,-,-,-,-,-,m,-,e,-,-,-,-,-,-,-,-,-,-
limb1266,t,-,h,-,-,-,-,-,-,-,-,o,-,-,-,-,k,t,-,-,-,-
bant1281,-,-,m,-,-,3,-,-,-,m,-,a,-,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,m,-,i,-,-,-,-,-,n,-,-,-,-
wayu1241,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,-
lash1243,-,-,p,-,-,a,-,t,-,k,-,o,-,-,-,-,-,-,-,-,-,-
zaiw1241,-,-,p,-,-,a,-,t,-,l,-,u,-,-,-,-,-,m,-,-,-,-
maru1249,-,-,p,-,-,E,-,7,-,l,-,a,-,-,-,-,-,m,-,-,-,-
pela1242,-,-,p,-,-,E,-,7,-,l,-,a,-,-,-,-,-,m,-,-,-,-
acha1249,-,-,t,-,-,e,-,k,-,k,-,o,-,-,-,-,-,-,-,-,-,-
nucl1310,-,-,y,-,-,o,p,h,-,y,-,i,-,-,-,-,-,7,-,-,-,-
lisu1250,-,-,-,-,-,-,-,d,u,l,-,E,-,-,-,-,-,X,-,o,-,o
drun1238,-,-,-,-,-,o,-,s,-,-,-,o,-,-,-,-,-,t,-,-,-,-
japh1234,-,a,l,-,-,u,-,-,-,l,-,o,-,-,-,-,-,t,-,-,-,-
situ1238,t,a,l,-,-,a,-,-,-,l,-,a,-,-,-,-,-,t,k,o,p,o
zhab1238,-,-,d,-,-,i,-,b,-,d,-,i,-,-,-,-,-,-,-,-,-,-
zhab1238,-,-,d,-,-,i,-,-,-,d,-,i,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,r,T,y,a,-,k,-,-,-,-,-,-,-,-,-,r,-,i,y,i
amdo1237,k,-,h,-,-,o,o,n,-,n,-,-,-,-,-,-,-,d,Z,i,y,i
amdo1237,-,-,d,-,-,o,o,N,-,r,-,i,-,-,-,-,-,d,Z,a,X,-
kham1282,-,-,d,-,Z,u,-,-,-,r,-,e,-,-,-,-,-,7,-,-,g,u
byan1241,-,-,d,-,-,a,-,k,-,S,-,i,-,-,-,-,-,-,-,-,m,o
gahr1239,-,-,t,-,-,-,-,-,-,h,-,i,-,-,-,-,-,-,-,-,p,-
idum1241,-,-,h,-,-,u,-,-,-,g,-,o,-,-,-,-,-,-,-,-,-,-
diga1241,-,-,x,-,-,u,o,-,u,g,-,o,-,-,-,-,-,-,-,-,-,-
boka1249,-,-,p,-,-,a,-,-,-,r,-,a,-,-,-,-,-,-,-,-,-,-
garo1247,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-,-,-,N,-,-,-,a
rabh1238,b,a,d,-,-,a,-,-,-,g,-,u,-,-,-,-,-,r,-,-,-,-
hakk1236,-,-,t,-,-,a,-,-,-,k,o,o,-,-,-,-,-,t,-,-,-,i
hakk1236,-,-,t,-,-,a,-,-,-,k,a,u,-,-,-,-,-,-,-,-,-,-
