language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
haka1240,-,-,-,-,h,a,a,r,h,a,a,-,-,-,r,-,-,-,-
lush1249,-,-,-,-,s,-,-,-,-,-,a,-,-,-,k,-,-,-,-
lush1249,-,-,t,-,S,-,-,-,-,-,a,-,-,-,N,-,-,-,-
karb1241,i,n,g,-,N,-,-,t,-,-,a,n,g,-,N,-,-,-,-
khal1275,-,-,t,-,s,-,-,-,-,-,e,-,k,-,p,-,E,-,-
thul1246,-,-,-,-,-,-,-,-,-,-,-,-,k,o,p,-,a,-,-
kulu1253,-,-,t,-,S,-,-,-,-,-,-,-,h,o,m,-,a,-,-
limb1266,-,-,-,-,s,-,-,-,-,-,a,-,k,-,t,-,-,-,-
bant1281,-,-,t,-,s,-,-,-,h,-,a,-,k,-,t,-,-,-,-
chep1245,-,-,-,-,s,-,-,-,-,-,e,-,h,-,-,-,-,-,-
wayu1241,-,-,t,-,s,-,-,-,-,-,a,-,-,-,m,-,-,-,-
lash1243,-,-,k,-,y,-,-,-,-,-,u,-,-,-,N,-,-,-,-
zaiw1241,-,-,t,-,h,-,-,-,-,-,a,-,-,-,n,-,-,-,-
maru1249,-,-,-,-,x,-,-,-,-,-,o,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,x,-,-,-,-,-,o,-,-,-,-,-,-,-,-
acha1249,-,-,k,-,Z,-,-,-,-,-,a,-,-,-,k,-,-,-,-
nucl1310,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-
lisu1250,-,-,-,-,f,-,-,-,-,-,u,-,-,-,-,-,-,-,-
drun1238,-,-,d,-,Z,-,-,-,-,-,o,-,-,-,7,-,-,-,-
japh1234,-,-,-,-,-,-,-,r,-,-,-,-,k,-,-,-,o,-,-
situ1238,-,-,-,-,k,-,3,r,-,-,-,-,k,-,-,-,o,-,-
zhab1238,-,-,-,-,k,-,-,h,-,-,a,-,k,-,h,-,a,-,-
amdo1237,-,-,-,-,S,-,-,-,-,-,a,-,-,-,m,-,o,-,-
amdo1237,-,-,-,-,S,-,-,-,-,-,a,-,-,-,m,-,o,-,-
kham1282,-,-,-,-,s,-,-,-,-,-,a,-,-,-,m,-,u,-,-
tsha1245,-,-,-,-,k,-,-,-,-,-,a,-,k,-,t,-,a,-,r
byan1241,-,-,-,-,k,-,-,-,-,-,a,-,N,-,d,-,E,-,-
rong1264,-,-,-,-,k,-,-,-,-,-,3,-,-,-,t,-,o,o,r
rong1264,-,-,d,3,k,-,-,-,-,-,-,-,-,-,t,-,-,-,-
gahr1239,-,-,-,-,k,-,-,r,-,-,a,-,N,-,-,-,i,-,-
idum1241,-,-,-,-,t,-,-,-,-,-,o,-,t,-,s,o,o,-,-
diga1241,-,-,-,-,t,-,-,-,-,-,o,-,-,-,l,u,i,-,-
boka1249,-,-,-,-,l,-,-,-,-,-,a,r,k,-,-,-,a,-,k
garo1247,-,-,-,-,r,-,-,-,-,-,a,-,k,-,-,-,a,-,-
rabh1238,-,-,-,-,r,-,-,-,-,-,a,-,k,-,-,-,-,-,-
hakk1236,-,-,-,-,N,-,-,-,-,-,a,-,-,-,N,-,-,-,-
hakk1236,-,-,-,-,N,-,-,-,-,-,a,-,-,-,N,-,-,-,-
