language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
haka1240,-,-,n,-,u,u,a,m,n,u,a,m,7,-
lush1249,-,-,-,-,-,-,-,m,-,-,a,-,w,i
lush1249,-,-,-,-,-,-,-,f,-,-,e,-,l,-
lush1249,-,-,t,-,-,-,-,h,-,-,a,-,-,-
karb1241,-,-,-,-,-,-,-,m,-,-,e,-,-,-
khal1275,-,-,n,-,3,-,-,-,-,-,-,-,-,-
thul1246,-,-,d,z,3,-,-,p,-,-,a,-,-,-
kulu1253,-,-,n,-,3,-,-,p,-,-,a,-,-,-
bahi1252,-,-,r,-,i,-,-,m,-,-,-,-,-,-
limb1266,-,-,n,-,u,-,-,-,-,-,-,-,r,-
bant1281,-,-,n,-,u,-,-,w,-,-,a,-,k,-
chep1245,-,-,d,-,-,Z,-,y,-,o,o,-,t,-
chep1245,-,-,d,-,-,-,-,y,-,-,a,-,n,-
chep1245,-,h,l,-,u,N,t,h,-,o,o,-,N,-
wayu1241,-,-,n,-,u,k,-,h,-,-,a,-,-,-
lash1243,-,-,-,-,-,-,-,k,-,-,E,-,-,-
zaiw1241,-,-,-,-,-,-,-,k,-,-,e,-,-,-
maru1249,-,-,-,-,-,-,-,k,-,-,a,-,i,-
pela1242,-,-,-,-,-,-,-,k,-,-,a,-,i,-
acha1249,-,-,t,-,-,-,-,S,-,-,i,-,-,-
nucl1310,-,-,-,-,-,-,-,k,-,-,o,-,u,-
lisu1250,-,-,d,-,-,-,-,Z,-,-,i,-,-,-
drun1238,-,-,-,-,-,-,-,g,-,-,o,-,m,-
japh1234,-,-,-,-,-,-,-,s,n,-,a,-,-,-
japh1234,-,-,-,-,-,-,-,p,-,-,e,-,-,-
situ1238,-,-,k,-,3,-,-,h,-,-,o,o,u,-
zhab1238,-,-,l,-,i,-,-,l,-,-,i,-,-,-
amdo1237,-,-,y,-,a,k,-,k,-,-,3,-,-,-
amdo1237,-,-,z,-,a,N,-,-,-,-,-,-,-,-
amdo1237,a,d,z,-,o,-,-,-,-,-,-,-,-,-
kham1282,-,-,z,-,o,-,-,b,-,-,u,-,-,-
kham1282,-,-,y,-,o,-,-,p,-,-,u,-,-,-
tsha1245,-,-,l,-,e,k,-,p,-,-,u,-,-,-
byan1241,-,-,d,-,a,N,t,h,-,-,e,-,-,-
rong1264,-,-,-,-,o,-,r,-,-,-,i,-,-,-
gahr1239,-,-,-,-,e,-,-,p,-,-,o,-,-,-
idum1241,-,-,-,-,-,-,-,p,r,-,o,-,-,-
diga1241,-,-,-,-,-,-,-,p,r,-,o,-,-,-
boka1249,-,-,-,-,-,-,-,p,-,-,o,-,-,-
garo1247,-,-,n,-,a,-,-,m,-,-,a,-,-,-
rabh1238,-,-,n,-,e,-,-,m,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,-,h,-,-,o,-,o,-
hakk1236,-,-,-,-,-,-,-,h,-,-,a,-,u,-
