language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
haka1240,-,k,h,-,-,-,a,-,-,-,-
karb1241,-,-,l,-,-,-,a,-,-,-,-
khal1275,-,-,m,-,-,-,E,-,-,-,-
thul1246,-,-,m,-,-,-,e,r,-,a,m
kulu1253,-,k,h,u,N,k,3,-,-,-,-
limb1266,-,k,h,-,-,-,o,-,-,-,-
bant1281,-,-,m,-,-,-,o,-,-,-,-
chep1245,-,-,7,-,-,-,o,-,-,o,7
lash1243,-,t,h,-,-,-,3,-,-,-,-
zaiw1241,-,-,x,y,-,-,e,-,-,-,-
maru1249,-,t,h,-,-,-,e,-,-,-,-
pela1242,-,-,x,-,-,-,u,-,-,-,-
acha1249,-,t,h,-,-,-,e,-,-,-,-
nucl1310,-,t,h,o,-,-,o,-,-,-,-
nucl1310,-,-,h,o,-,-,o,-,-,-,-
lisu1250,-,-,g,o,-,-,o,-,-,-,-
drun1238,-,-,-,-,-,-,o,y,-,o,-
drun1238,-,k,h,-,-,-,o,7,-,-,-
japh1234,-,n,-,-,-,-,u,-,-,-,-
situ1238,-,w,-,-,-,-,u,t,-,3,-
amdo1237,-,k,-,-,-,-,a,n,n,E,-
amdo1237,-,k,-,-,-,-,a,n,-,-,-
kham1282,-,-,-,-,-,-,e,d,-,e,-
byan1241,a,t,-,-,-,-,-,-,-,i,-
rong1264,-,k,h,-,-,-,i,-,-,e,n
gahr1239,-,t,h,-,-,-,a,d,z,u,-
idum1241,-,o,h,-,-,-,e,-,-,-,-
diga1241,-,-,w,-,-,-,e,-,-,-,-
boka1249,-,-,-,-,-,-,a,-,-,-,-
garo1247,-,-,u,-,-,-,a,-,-,-,-
