language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
khal1275,-,-,-,-,-,-,-,d,h,o,s,-,-,o,-,-,-,-,m,-,-,-,-,-
thul1246,-,-,-,-,-,-,-,-,-,-,s,-,-,e,-,-,-,-,m,-,-,-,-,-
kulu1253,-,-,-,-,-,-,-,-,-,-,l,-,-,i,-,-,-,-,m,-,m,-,a,-
bahi1252,-,-,-,-,-,-,-,t,-,-,s,-,-,a,-,-,-,-,m,-,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,u,r,-,i,k
bant1281,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,N,-,-,m,3,w,-,a,-
chep1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,y,-,a,n
wayu1241,-,-,-,-,-,-,-,-,-,-,s,o,-,o,-,-,-,-,m,-,-,-,-,-
oldb1235,-,-,-,-,T,-,h,t,-,-,s,-,-,a,-,-,-,-,m,-,-,-,-,-
nucl1310,-,-,-,-,-,-,-,-,-,-,s,h,-,o,-,-,-,-,p,-,-,-,i,-
lash1243,-,-,-,-,-,-,-,t,-,-,s,h,-,a,-,-,-,-,m,-,-,-,-,-
zaiw1241,-,-,-,-,u,-,-,t,-,-,s,h,-,a,-,-,-,-,m,-,-,-,-,-
maru1249,-,-,-,-,-,-,-,t,-,-,s,h,-,E,-,-,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,-,t,-,-,s,h,-,E,-,-,-,-,-,-,-,-,-,-
xian1249,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,u,-,-,i,-
lisu1250,-,-,-,o,o,-,-,t,-,-,s,h,-,e,-,-,-,-,-,-,-,-,-,-
jing1260,-,-,-,-,-,-,-,k,-,-,-,-,-,o,-,-,-,-,Z,-,-,-,a,-
drun1238,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,i,-
haka1240,-,-,-,-,-,-,-,-,-,-,s,-,-,a,-,a,-,-,m,-,-,-,-,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,u,l,-,-,-
ukhr1238,-,-,-,-,k,u,y,-,-,-,s,-,-,a,-,-,-,-,m,-,-,-,-,-
karb1241,-,-,-,-,T,-,h,t,-,-,s,-,-,u,-,-,-,-,-,-,-,-,-,-
horp1240,-,-,-,-,X,3,-,-,-,-,-,r,m,i,-,-,-,-,-,-,-,-,-,-
eree1240,-,-,-,-,X,o,-,-,-,-,-,r,m,3,-,-,-,-,-,-,-,-,-,-
japh1234,-,-,t,o,k,o,-,-,-,-,-,r,m,e,-,-,-,-,-,-,-,-,-,-
zhab1238,-,-,-,-,g,u,-,t,-,-,s,h,-,i,-,-,-,-,-,-,-,-,-,-
tang1334,-,-,-,-,-,-,-,-,-,-,-,-,m,e,-,-,-,-,-,-,-,-,y,-
byan1241,p,3,S,a,k,T,-,t,-,-,S,h,-,a,-,-,-,-,m,-,-,-,-,-
rong1264,-,-,-,-,-,-,-,k,-,-,-,h,-,e,-,-,-,-,b,-,-,-,i,-
gahr1239,-,-,-,-,-,-,-,k,-,-,-,r,-,a,-,-,-,-,-,-,-,-,-,-
clas1254,-,-,-,-,-,-,-,-,-,-,s,k,r,a,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,h,-,-,t,-,-,S,-,-,a,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,r,-,-,T,-,-,S,-,-,E,-,-,-,-,-,-,-,-,-,-
utsa1239,-,-,-,-,-,-,-,t,-,-,S,-,-,a,-,-,-,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,-,t,-,-,S,-,-,a,-,-,-,-,-,-,-,-,-,-
tsha1245,-,-,-,-,-,-,-,t,-,-,s,h,-,a,-,-,-,-,m,-,-,-,-,-
idum1241,-,-,-,-,-,-,-,t,-,-,h,-,-,o,-,o,-,-,N,-,b,r,o,-
diga1241,-,-,-,-,-,-,-,t,-,-,h,-,-,u,-,-,-,-,N,-,-,-,-,-
boka1249,-,-,-,-,-,-,-,d,-,-,-,-,-,u,-,-,-,-,m,-,m,-,u,-
garo1247,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,-,n,-,-,-,i,-
rabh1238,-,-,-,-,-,-,-,k,-,-,h,o,-,o,-,-,-,-,r,o,-,-,o,-
guan1279,-,-,-,-,-,-,-,t,-,-,h,-,-,a,-,u,-,-,f,-,-,-,a,t
hakk1236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,o,-,-,o,-
hakk1236,-,-,-,-,-,-,-,t,-,-,h,-,-,i,-,u,l,a,m,a,-,-,u,-
beij1235,-,-,-,-,-,-,-,t,-,-,h,-,-,o,o,u,-,-,f,-,-,-,a,-
chao1238,-,-,-,-,-,-,-,t,-,-,h,-,-,a,-,u,-,-,m,-,-,-,o,-
chao1239,-,-,-,-,-,-,-,t,-,-,h,-,-,a,-,u,-,-,m,-,-,-,o,-
oldc1244,-,-,-,-,-,-,-,-,-,-,p,-,-,o,-,-,-,-,-,-,-,-,o,t
