language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
haka1240,p,a,n,-,-,-,-,-,i,7,-,-,-
karb1241,-,-,n,i,-,-,-,-,i,-,-,-,-
khal1275,-,-,s,a,-,k,p,-,u,-,-,-,-
thul1246,-,-,n,-,-,-,-,-,o,-,-,-,-
kulu1253,-,-,n,i,t,t,S,-,i,-,-,-,-
bahi1252,-,-,n,i,-,k,s,-,i,-,-,-,-
limb1266,-,-,n,-,-,-,-,-,i,-,-,-,-
bant1281,-,-,h,-,-,-,-,-,3,w,-,a,-
chep1245,-,-,n,-,-,-,-,-,i,s,-,-,-
wayu1241,-,-,n,a,-,k,p,-,u,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,3,k,-,-,-
zaiw1241,-,-,-,-,-,-,-,-,i,-,-,-,-
maru1249,-,-,S,-,-,-,-,-,i,k,-,-,-
pela1242,-,-,-,-,-,-,-,-,i,-,-,-,-
acha1249,-,-,s,-,-,-,-,-,3,k,-,-,-
nucl1310,-,-,n,-,-,-,-,-,-,-,-,-,-
drun1238,-,o,n,-,-,-,-,-,i,-,-,-,-
japh1234,X,-,n,-,-,-,-,-,u,z,-,-,-
zhab1238,-,-,n,-,-,-,-,-,E,-,-,-,-
byan1241,-,-,n,-,-,-,-,-,a,S,-,E,-
rong1264,-,-,n,-,-,-,h,n,i,s,-,-,-
gahr1239,-,-,n,-,-,-,-,-,i,s,k,i,N
idum1241,k,o,n,-,-,-,-,-,i,-,-,-,-
diga1241,k,o,n,-,-,-,-,-,-,-,-,-,-
garo1247,g,i,n,-,-,-,-,-,i,-,-,-,-
rabh1238,-,a,n,-,-,-,-,-,i,N,-,-,-
hakk1236,-,-,n,-,-,-,-,-,i,-,-,-,-
hakk1236,-,-,N,-,-,-,-,-,i,-,-,-,-
