language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
haka1240,-,-,-,-,k,a,a,l,k,a,a,l,-,-,-,-,-,-
lush1249,-,-,-,-,k,a,-,-,-,-,-,l,-,-,-,-,-,-
karb1241,-,p,-,-,h,u,-,-,-,-,-,r,-,i,-,-,-,-
khal1275,-,-,-,-,l,E,-,m,-,-,-,t,h,i,-,-,-,-
thul1246,-,-,-,-,l,a,-,m,-,-,-,d,-,i,-,-,-,-
kulu1253,-,-,-,-,l,a,-,m,-,-,-,d,-,u,-,m,m,a
bahi1252,-,-,-,-,g,-,-,-,-,-,-,-,-,o,-,k,-,-
limb1266,-,-,-,-,l,a,-,N,-,-,-,g,h,e,-,k,-,-
bant1281,-,-,-,-,-,-,-,-,-,-,-,-,b,i,t,t,-,-
chep1245,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,h,-,-
wayu1241,-,k,-,-,h,o,-,-,-,-,-,-,-,o,-,k,-,-
lash1243,-,-,-,-,s,-,-,-,-,-,-,-,-,o,-,-,-,-
zaiw1241,-,-,-,-,s,o,-,-,-,-,-,-,-,o,-,-,-,-
maru1249,-,-,-,-,s,-,-,-,-,-,-,-,-,u,-,-,-,-
pela1242,-,-,-,-,s,-,-,-,-,-,-,-,-,o,-,-,-,-
acha1249,-,-,-,-,s,o,-,-,-,-,-,-,-,o,-,-,-,-
nucl1310,-,t,-,-,8,w,-,-,-,-,-,-,-,o,-,-,-,-
lisu1250,-,-,-,-,g,-,-,-,-,-,-,-,-,i,-,-,-,-
drun1238,-,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-,-
japh1234,N,-,-,-,k,-,-,-,-,-,-,-,-,e,-,-,-,-
zhab1238,n,d,-,-,Z,-,-,-,-,-,-,-,-,i,-,-,-,-
amdo1237,n,T,-,-,y,-,-,-,-,-,-,-,-,o,-,-,-,-
amdo1237,n,d,-,-,Z,-,-,-,-,-,-,-,-,o,-,-,-,-
kham1282,-,x,-,-,h,-,-,-,-,-,-,-,-,E,-,7,-,-
kham1282,-,t,-,-,S,-,-,h,-,-,-,-,-,e,-,-,-,-
kham1282,n,d,-,-,Z,-,-,-,-,-,-,-,-,o,-,o,-,-
tsha1245,-,d,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
byan1241,-,y,e,n,S,i,-,m,-,-,-,-,-,o,-,-,-,-
byan1241,-,d,-,-,y,e,-,m,-,-,-,-,-,o,-,-,-,-
rong1264,-,d,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
rong1264,-,y,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
gahr1239,-,-,-,-,-,a,-,m,-,-,-,-,-,t,-,-,-,-
idum1241,-,t,S,-,h,o,-,-,-,-,-,-,-,o,-,-,-,-
diga1241,-,-,-,-,b,o,-,-,-,-,-,-,-,o,-,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,n,-,-
garo1247,-,r,e,7,-,a,-,m,-,-,-,-,-,a,-,-,-,-
rabh1238,-,r,3,d,z,a,-,m,-,-,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,N,-,-
hakk1236,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,N,-,-
