language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
haka1240,-,-,-,-,-,-,v,o,o,-,-,-,l,a,a,-,-,-,i,-
lush1249,-,-,-,-,k,-,h,-,-,-,-,-,-,-,a,w,v,e,e,l
lush1249,-,-,-,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,i,-
karb1241,-,-,-,-,-,-,l,o,o,n,g,N,l,-,-,-,-,-,e,-
khal1275,-,-,-,-,p,-,-,3,-,-,-,-,k,-,-,-,-,-,-,-
thul1246,-,-,-,-,p,-,h,u,-,-,-,r,k,-,u,-,-,-,-,-
kulu1253,-,-,-,-,b,-,-,o,-,-,-,-,h,-,o,-,-,-,-,-
bahi1252,-,-,-,-,k,-,h,a,-,-,-,-,p,-,i,-,-,-,-,-
limb1266,-,-,-,-,k,-,h,-,-,-,-,-,-,-,a,-,-,-,m,-
bant1281,h,-,e,n,k,-,h,a,-,-,-,m,m,-,a,-,-,-,-,-
bant1281,b,-,a,-,k,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-
chep1245,-,-,-,-,-,-,s,-,-,-,-,-,-,-,a,-,-,-,7,-
wayu1241,-,-,-,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
lash1243,m,y,i,-,t,-,s,-,-,-,-,-,-,-,e,-,-,-,i,-
zaiw1241,m,y,i,-,t,-,s,-,-,-,-,-,-,-,e,-,-,-,-,-
maru1249,m,y,i,-,k,t,s,-,-,-,-,-,-,-,a,-,-,-,i,-
pela1242,m,-,i,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,u,N
acha1249,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
nucl1310,m,y,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
lisu1250,n,-,e,-,-,-,h,-,-,-,-,-,-,-,e,-,-,-,-,-
drun1238,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,-,7,-
japh1234,-,-,-,-,t,-,h,o,-,-,-,l,w,-,a,-,-,-,-,-
situ1238,-,-,-,-,t,-,-,o,-,-,-,t,S,-,o,-,-,-,-,-
amdo1237,-,-,-,-,s,-,h,-,-,-,-,-,-,-,E,-,-,-,-,-
amdo1237,-,-,-,-,s,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-
kham1282,-,-,-,-,s,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-
tsha1245,-,-,-,-,s,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
byan1241,-,-,-,-,s,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
rong1264,-,-,-,-,t,-,-,-,-,-,-,-,-,-,o,-,-,-,i,-
gahr1239,m,-,i,-,y,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-
idum1241,-,-,-,-,k,-,h,u,-,-,-,-,l,-,o,-,-,-,i,-
diga1241,-,-,-,-,k,-,h,u,-,-,-,-,l,-,o,-,-,-,i,-
boka1249,-,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,t,-,i,-
garo1247,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,7,-
rabh1238,-,-,-,-,-,-,h,a,-,-,-,-,-,-,a,-,-,-,-,-
