language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
haka1240,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,a,a,-,-,i,-
lush1249,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,i,-
karb1241,-,-,-,i,-,-,-,n,-,-,-,-,-,g,N,b,o,o,n,g,N,-
khal1275,-,7,-,u,-,-,-,l,-,-,3,p,p,h,-,-,-,i,-,-,-,-
thul1246,-,t,h,e,-,-,-,-,-,-,-,-,-,t,-,-,-,e,-,-,-,-
bahi1252,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-
limb1266,-,k,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,u,-,-,m,-
bant1281,-,m,-,a,-,-,-,d,-,-,-,-,-,z,-,-,-,a,-,-,n,-
wayu1241,-,m,-,a,-,-,7,d,-,-,u,-,m,h,-,-,-,e,-,-,-,-
lash1243,-,-,-,a,-,-,-,k,y,-,o,-,-,-,-,-,-,o,-,-,-,-
lash1243,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,N,-
zaiw1241,-,-,-,-,-,-,-,k,-,-,u,-,N,k,-,-,-,u,-,-,N,-
maru1249,-,-,-,a,-,-,-,k,-,-,a,-,-,-,-,-,-,u,-,-,N,-
pela1242,-,-,-,a,-,-,-,k,-,-,a,-,-,-,-,-,-,u,-,-,N,-
acha1249,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,N,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,l,E
lisu1250,-,-,-,e,-,-,-,t,-,-,e,-,-,S,-,-,-,o,-,-,-,-
drun1238,-,-,-,o,-,-,-,d,-,-,-,-,-,-,-,-,-,u,-,-,N,-
japh1234,u,X,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,o,-,-,l,-
situ1238,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,3,-,-,l,o
zhab1238,-,S,-,-,-,-,-,T,S,-,-,-,-,-,-,-,-,i,-,-,k,u
amdo1237,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-
amdo1237,-,h,-,-,-,-,-,t,S,-,i,-,t,s,-,-,-,a,-,-,l,-
kham1282,-,-,-,-,-,-,-,t,S,-,i,-,k,h,-,-,-,u,-,-,7,-
tsha1245,-,-,-,-,-,-,-,t,S,-,-,-,-,h,-,-,-,a,-,-,m,-
byan1241,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,n,-,d,a
gahr1239,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,l,-
idum1241,-,k,-,o,-,-,o,l,i,o,o,-,N,b,-,-,o,o,-,-,N,-
diga1241,-,t,h,u,-,-,-,-,-,-,-,-,-,b,-,-,o,o,-,-,N,-
boka1249,-,-,-,-,-,-,-,l,-,o,o,-,-,p,-,-,o,o,-,-,N,-
garo1247,-,y,-,a,N,T,h,t,-,-,-,-,-,s,-,-,-,i,-,-,-,-
rabh1238,-,m,-,a,-,-,-,d,-,-,-,-,-,z,-,-,-,a,-,-,r,-
hakk1236,-,-,-,-,-,-,-,t,S,-,u,-,m,k,-,-,-,a,-,-,n,-
hakk1236,-,-,-,-,-,-,-,t,s,-,u,-,N,k,-,-,-,a,-,-,n,-
