language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
haka1240,t,i,k,h,a,-,l,-,-,-,-,-,-,-,-
karb1241,-,-,-,-,a,-,r,-,-,-,e,-,-,-,-
kulu1253,n,-,-,-,o,-,N,-,-,-,-,-,-,-,-
chep1245,b,-,-,-,3,-,r,-,-,-,a,-,p,-,-
lash1243,-,-,N,-,a,-,n,-,-,-,-,-,-,-,-
zaiw1241,-,-,N,-,a,-,n,-,-,-,t,-,h,u,N
pela1242,-,-,N,-,E,-,-,-,-,-,-,-,-,-,-
acha1249,-,-,k,-,3,-,-,-,-,-,t,-,-,-,-
nucl1310,y,e,k,h,E,-,-,-,-,-,-,-,-,-,-
drun1238,b,-,r,-,o,-,-,-,-,-,-,-,p,-,-
japh1234,t,-,-,-,o,-,y,p,x,o,o,-,m,-,-
situ1238,t,-,-,-,a,-,r,-,k,-,o,-,m,-,-
zhab1238,n,-,-,-,-,-,-,p,h,e,i,-,-,-,-
amdo1237,t,-,-,-,a,-,r,-,-,-,-,-,-,-,-
amdo1237,d,-,-,-,a,-,r,-,-,-,-,-,-,-,-
kham1282,t,-,S,h,o,-,r,-,-,-,o,-,-,-,-
tsha1245,b,-,-,-,a,-,-,-,-,-,-,-,-,-,-
byan1241,t,-,-,-,3,-,l,-,-,-,i,-,n,-,-
gahr1239,-,-,-,-,-,-,l,-,-,-,i,-,s,-,-
idum1241,-,-,-,-,o,p,r,-,-,-,u,-,-,-,-
diga1241,t,-,-,-,o,p,r,-,-,-,u,-,-,-,-
boka1249,t,-,S,-,a,b,-,-,-,-,a,-,-,-,-
garo1247,b,o,-,-,o,-,r,-,-,-,o,o,p,-,-
hakk1236,p,i,-,-,e,-,n,-,-,-,-,-,-,-,-
hakk1236,p,-,-,-,E,-,n,-,-,-,-,-,-,-,-
