language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
haka1240,-,-,7,-,-,-,a,-,-,-,-,-,-,a,-,a,-,-,r,-,-,-,-,f,i,i,i,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,s,-,-,i,-
karb1241,-,-,T,h,t,s,i,-,-,-,-,k,l,o,-,o,-,-,l,o,o,n,g,N,-,s,o,-
khal1275,-,-,s,-,-,-,a,a,N,-,-,g,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,-
thul1246,-,-,s,-,-,-,o,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,l,-,-,u,N
kulu1253,-,-,s,-,-,-,o,-,N,-,-,g,-,-,-,e,-,-,r,-,-,-,-,-,-,-,-,-
bahi1252,-,-,s,-,-,-,o,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,-
limb1266,-,k,h,-,-,-,E,-,m,s,i,k,p,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
bant1281,-,-,s,-,-,-,a,-,N,-,-,k,-,-,-,e,-,-,n,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-
wayu1241,-,-,x,w,-,-,a,-,m,-,-,-,-,-,-,e,-,-,n,-,-,-,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,y,-,-,-,-,-,-,-,i,-
zaiw1241,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,y,-,-,-,-,-,-,-,i,-
maru1249,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,y,-,-,-,-,-,-,-,i,-
pela1242,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,y,-,-,-,-,-,-,-,i,-
acha1249,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,h,-,-,Z,-,-,-,-,-,-,-,3,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,S,-,-,-,-,-,-,-,E,-
lisu1250,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,u,-,-,z,-,-,-,-,-,-,-,o,-
lisu1250,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,o,m,a,z,-,-,-,-,-,-,-,e,-
drun1238,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,u,m,-,y,-,-,-,-,-,-,-,E,t
japh1234,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,n,g,-,-,r,-,-,-,-,-,-,-,i,-
situ1238,-,-,-,-,-,-,-,-,-,-,-,t,-,s,-,3,-,u,r,-,-,-,-,-,-,-,i,-
zhab1238,-,-,S,-,-,-,-,-,-,-,-,t,-,S,-,-,-,-,-,-,-,-,-,-,-,-,3,-
amdo1237,-,-,h,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,r,-,-,-,-,m,-,-,a,-
amdo1237,-,-,r,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,r,-,-,-,-,m,-,-,E,-
kham1282,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,m,-,-,a,-
tsha1245,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,r,-,-,-,-,m,-,-,i,-
byan1241,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,r,-,-,-,-,m,-,-,a,-
rong1264,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,a,-,-,r,-,-,-,-,-,-,-,a,-
gahr1239,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,r,-,-,-,-,m,-,-,a,-
idum1241,o,n,d,-,-,-,e,-,-,-,-,k,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,-
diga1241,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,o,-,-,d,-,-,-,-,-,-,-,u,n
boka1249,-,-,t,-,-,-,a,-,-,-,-,k,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-
garo1247,a,-,s,-,-,-,e,-,k,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
rabh1238,a,p,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-
hakk1236,-,-,S,-,-,-,i,-,n,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
hakk1236,-,-,s,-,-,-,i,-,n,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n
