language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
haka1240,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,h,-,-,-,-,-,i,-,-,-,l,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,a,-,-,-,-,-,i,-,-,-,h,-
karb1241,-,-,-,-,t,e,n,-,g,-,-,-,-,N,n,e,-,-,-,-,-,e,-,-,-,-,-
khal1275,-,-,-,-,t,-,-,-,s,-,e,-,-,m,-,-,-,-,-,h,-,o,-,-,-,-,-
thul1246,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,l,-,-,w,-,a,-,-,-,s,-
kulu1253,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,a,i,-,-,m,-,a,-,-,-,-,-
bahi1252,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,l,-,-,-,-,E,-,n,-,d,-
limb1266,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,u,-,t,-,s,-,-,-,-,-,-,-
bant1281,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,a,n,t,k,h,-,a,-,-,-,t,-
chep1245,-,-,-,-,-,-,-,-,s,-,-,-,-,y,-,-,-,-,-,-,-,u,k,r,u,k,-
chep1245,-,-,-,-,-,-,-,-,h,-,-,-,-,m,-,-,-,-,-,-,-,e,-,-,-,7,-
wayu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,N,-
lash1243,-,-,-,-,t,-,-,-,-,-,o,-,-,m,-,-,-,-,-,y,e,i,-,-,-,-,-
zaiw1241,-,-,-,-,t,-,-,-,-,-,o,-,-,m,-,-,-,-,-,y,-,i,-,-,-,-,-
maru1249,-,-,-,-,t,-,-,-,-,-,o,-,-,m,-,-,-,-,-,y,-,i,-,-,-,k,-
pela1242,-,-,-,-,t,-,-,-,-,-,o,-,-,m,-,-,-,-,-,3,-,i,-,-,-,-,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,e,-,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,e,-,-,-,l,-,e,-,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,o,-,-,-,n,-
japh1234,-,-,-,-,-,-,-,-,-,-,-,-,y,m,-,-,-,-,-,-,-,u,-,-,-,t,-
situ1238,-,-,-,-,k,-,-,-,-,-,a,-,y,m,-,-,-,-,-,-,-,3,-,-,-,s,-
zhab1238,-,-,-,-,t,-,-,-,-,-,3,-,-,m,-,-,-,-,-,-,-,3,-,-,-,-,-
amdo1237,w,-,-,-,d,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,e,-,-,-,t,-
amdo1237,-,-,-,-,d,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,e,-,-,-,l,-
kham1282,-,-,-,-,d,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,e,-,-,i,7,-
tsha1245,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,t,-
byan1241,-,-,-,-,l,-,-,-,-,-,o,S,i,m,-,-,-,-,-,-,-,o,-,-,-,-,-
rong1264,-,-,-,-,b,-,-,-,-,-,i,s,-,-,-,-,-,-,-,-,-,3,-,-,-,r,-
gahr1239,-,-,-,-,l,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,t,-
idum1241,7,o,o,N,t,i,n,i,l,-,i,-,o,p,-,o,-,-,-,-,-,o,-,-,-,-,-
diga1241,w,-,-,-,-,-,-,-,-,-,e,-,-,m,-,o,-,s,-,-,-,o,-,-,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,-,t,-,p,-,e,-,-,-,n,-
garo1247,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,a,-,-,-,l,a
rabh1238,-,-,-,-,y,-,-,-,-,-,a,-,-,m,-,u,-,-,-,-,-,u,-,-,-,h,-
hakk1236,-,-,-,-,t,-,-,-,h,i,a,-,N,p,-,-,-,-,-,-,-,o,-,-,-,N,-
hakk1236,-,-,-,-,t,-,-,-,h,i,a,-,-,m,-,o,-,-,-,N,-,a,-,-,-,7,-
hakk1236,-,-,-,-,-,-,-,-,-,-,-,-,-,m,k,i,-,-,-,t,-,E,-,-,-,t,-
