language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
haka1240,-,-,l,-,-,-,-,i,-,-,-,-,a,n,-,-
lush1249,-,-,r,-,-,-,-,-,-,-,-,-,o,l,-,-
lush1249,-,-,l,-,-,-,-,i,-,-,-,-,a,n,-,-
karb1241,t,-,h,-,-,-,-,e,-,-,-,-,e,-,-,-
khal1275,-,-,g,-,-,-,h,o,o,l,p,-,E,-,-,-
thul1246,-,-,d,-,-,-,-,o,o,k,p,-,u,-,-,-
kulu1253,-,-,d,-,-,-,-,e,-,-,p,-,a,-,-,-
bahi1252,-,a,N,-,-,-,-,o,o,l,-,-,o,-,-,-
limb1266,-,-,y,-,-,-,-,o,-,m,b,-,a,-,-,-
bant1281,-,3,d,-,-,-,-,i,-,-,w,-,a,N,-,-
chep1245,-,b,r,-,-,-,-,-,-,-,-,-,a,w,-,-
wayu1241,-,u,l,-,-,-,-,a,-,-,w,-,o,-,-,-
wayu1241,x,u,n,-,-,-,-,-,-,-,-,-,-,-,-,-
lash1243,-,-,k,-,-,-,-,y,-,-,-,-,i,-,-,-
zaiw1241,-,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-
maru1249,-,-,x,-,-,-,-,-,-,-,-,-,3,-,-,-
pela1242,-,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-
acha1249,-,-,k,-,-,-,-,Z,-,-,-,-,3,-,-,-
nucl1310,-,-,t,-,-,-,-,S,-,-,-,-,i,-,-,-
lisu1250,-,-,v,-,-,-,-,-,-,-,-,-,u,-,-,-
drun1238,-,-,t,-,-,-,-,o,-,-,-,-,i,-,-,-
japh1234,w,x,t,-,-,-,-,-,-,-,-,-,i,-,-,-
zhab1238,-,-,t,-,-,-,-,S,i,t,S,-,i,-,-,-
amdo1237,-,-,t,-,-,-,-,S,-,-,h,-,e,-,-,-
amdo1237,-,-,t,-,-,-,-,S,-,-,h,-,e,w,o,-
kham1282,-,-,t,-,-,-,-,S,-,-,h,o,u,-,-,-
kham1282,-,-,t,-,-,-,-,S,-,-,h,-,i,-,-,-
tsha1245,-,-,t,-,-,-,-,S,-,-,h,-,i,l,o,-
byan1241,-,-,p,o,o,-,d,-,-,-,-,-,a,-,-,-
rong1264,-,-,t,-,u,N,t,-,-,-,-,-,3,-,-,-
rong1264,-,-,b,-,3,-,r,-,-,-,-,-,a,-,-,-
gahr1239,-,-,t,-,e,-,d,z,-,-,-,-,i,-,-,-
idum1241,k,o,t,-,-,-,-,S,-,-,h,-,i,-,-,-
diga1241,-,-,d,-,-,-,-,-,-,-,-,-,u,r,u,N
boka1249,-,-,t,-,-,-,-,3,-,-,p,-,3,-,-,-
garo1247,-,-,d,-,-,-,-,a,-,l,7,-,a,-,-,-
rabh1238,-,-,t,-,-,-,-,e,-,m,p,-,o,-,o,N
hakk1236,-,-,t,-,-,-,-,-,-,-,h,a,i,k,u,-
hakk1236,-,-,t,-,-,-,-,-,-,-,h,a,i,-,-,-
