language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
haka1240,-,-,-,-,-,-,-,-,-,7,-,-,e,-,e,e,k,-
karb1241,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,-
khal1275,-,-,-,-,-,-,-,k,-,h,l,-,i,-,-,-,-,-
thul1246,-,-,-,-,-,-,-,k,-,h,l,-,i,-,-,-,-,-
bahi1252,-,-,-,-,-,-,-,k,-,h,l,-,i,-,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,-
bant1281,-,-,-,-,-,-,-,k,-,h,-,-,3,-,-,-,-,-
chep1245,-,-,-,-,-,-,-,k,-,l,-,-,i,-,-,-,7,-
wayu1241,-,-,-,-,e,-,-,x,-,p,-,-,i,-,-,-,-,-
lash1243,-,-,-,-,-,-,-,k,-,h,y,e,i,-,-,-,-,-
zaiw1241,-,-,-,-,-,-,-,k,-,h,y,-,i,-,-,-,-,-
maru1249,-,-,-,-,-,-,-,t,S,h,-,-,i,-,-,-,-,-
pela1242,-,-,-,-,-,-,-,k,-,h,y,-,i,-,-,-,-,-
acha1249,-,-,-,-,-,-,-,t,S,h,-,-,i,-,-,-,-,-
nucl1310,-,-,-,-,-,-,-,t,S,h,-,-,i,-,-,-,-,-
lisu1250,-,-,-,-,-,-,-,k,-,h,-,-,i,-,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,-,-
japh1234,-,t,-,-,u,-,-,-,-,q,-,-,e,-,-,-,-,-
zhab1238,-,T,S,-,a,-,-,-,-,p,-,-,a,-,-,-,-,-
amdo1237,h,t,S,-,a,X,-,k,-,w,-,-,a,-,-,-,-,-
amdo1237,x,T,S,o,o,k,-,k,-,w,-,-,a,-,-,-,-,-
kham1282,-,t,S,-,a,-,-,-,-,p,-,-,a,-,-,-,-,-
tsha1245,-,-,-,-,-,-,-,k,-,h,-,-,i,-,-,-,-,-
byan1241,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
rong1264,-,-,-,-,a,k,a,k,-,h,y,-,3,-,-,-,r,-
gahr1239,-,-,-,-,a,-,-,k,-,-,-,-,a,-,-,-,-,-
idum1241,-,-,-,-,-,-,-,k,-,h,r,-,i,-,-,-,-,-
diga1241,-,-,-,-,-,-,-,k,-,-,l,o,i,-,-,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
garo1247,-,-,-,-,-,-,-,k,e,7,-,-,e,m,a,-,-,-
rabh1238,-,-,-,-,-,-,-,-,-,y,-,-,i,-,i,-,-,-
hakk1236,-,-,-,-,-,-,-,-,-,s,-,-,i,-,-,-,-,-
hakk1236,-,-,-,-,-,-,-,-,-,l,-,-,i,-,-,-,t,u
