language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
haka1240,-,-,-,-,-,-,r,-,-,u,-,-,-,7,-,-,-
lush1249,-,-,-,-,-,-,r,-,-,u,-,-,-,h,-,-,-
karb1241,-,-,-,-,-,-,r,-,-,e,-,-,-,p,i,-,-
khal1275,-,s,o,o,-,-,l,-,-,o,-,-,-,-,-,-,-
thul1246,-,s,-,e,-,-,r,-,-,-,-,-,-,-,-,-,-
kulu1253,-,t,-,u,p,-,r,-,-,i,-,-,-,-,-,-,-
bahi1252,-,-,-,-,-,-,r,i,s,e,-,-,-,-,-,-,-
limb1266,-,y,-,-,-,-,-,-,-,E,-,-,-,t,-,-,-
bant1281,-,y,-,3,-,-,w,-,-,a,-,-,-,-,-,-,-
chep1245,-,h,-,-,-,-,r,-,-,u,-,-,-,s,-,-,-
chep1245,-,y,o,o,-,-,l,-,-,i,-,-,-,N,-,-,-
wayu1241,-,-,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-
lash1243,-,S,-,o,-,-,y,o,o,u,-,-,-,-,-,-,-
zaiw1241,-,S,-,o,-,-,v,-,-,u,-,-,-,i,-,-,-
maru1249,-,S,-,o,-,-,x,-,-,u,-,-,-,k,-,-,-
pela1242,-,S,-,a,-,-,-,-,-,u,-,-,-,-,-,-,-
acha1249,a,Z,-,a,-,-,-,-,-,u,-,-,-,-,-,-,-
nucl1310,-,-,-,o,-,-,y,o,-,o,-,-,-,-,-,-,-
lisu1250,-,-,-,o,-,-,t,-,-,o,-,-,-,-,-,-,-
drun1238,-,-,-,o,N,-,r,-,-,u,-,-,-,-,-,-,-
japh1234,-,S,-,o,-,-,r,-,-,u,-,-,-,-,-,-,-
situ1238,-,S,-,a,-,-,r,-,-,3,-,-,-,-,-,-,-
zhab1238,-,S,-,3,-,-,Z,-,-,3,-,-,-,-,-,-,-
zhab1238,-,x,-,3,-,-,Z,-,-,3,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,r,-,-,3,-,-,-,p,a,-,-
amdo1237,-,-,-,-,-,-,r,-,-,3,-,-,-,p,E,-,-
kham1282,-,-,-,-,-,-,Z,-,-,u,-,-,-,p,a,-,-
tsha1245,-,-,-,-,-,-,k,-,-,-,-,-,-,h,a,-,N
byan1241,-,-,-,-,-,-,r,-,-,E,-,-,-,-,-,-,-
rong1264,-,h,-,a,-,-,r,-,k,o,-,-,-,-,-,-,-
gahr1239,-,-,-,-,-,-,r,-,-,u,-,-,s,p,a,-,-
diga1241,-,-,-,-,-,-,r,-,-,u,-,-,-,b,o,o,N
boka1249,-,-,-,-,-,-,l,-,-,o,-,o,N,p,o,o,N
garo1247,-,g,-,-,-,-,r,-,-,e,-,-,n,g,-,-,-
rabh1238,-,k,-,i,N,d,z,-,-,u,-,-,-,N,-,-,-
hakk1236,-,-,-,-,-,-,k,-,-,u,7,y,t,h,i,u,-
hakk1236,-,-,-,-,-,-,k,-,-,u,-,-,t,-,-,-,-
