language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
haka1240,-,-,-,-,-,-,l,-,a,a,a,l,-,-,a,-,-,a,a,t,-,-
lush1249,-,-,-,-,-,-,l,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
karb1241,-,-,-,-,-,-,h,-,-,-,e,l,-,-,o,-,-,o,-,-,-,-
khal1275,-,k,a,k,t,-,h,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-
thul1246,-,-,-,-,-,-,h,-,o,-,o,n,-,-,o,w,-,a,-,-,-,-
kulu1253,-,-,-,-,t,S,h,-,u,-,-,b,-,-,u,r,-,i,-,-,-,-
bahi1252,-,g,e,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,m,-,a,-,-,N,g,h,g,h,-,a,-,-,-,-
bant1281,-,-,-,-,-,-,h,y,a,-,-,n,-,-,-,-,-,a,-,-,-,-
chep1245,-,-,-,-,-,-,l,-,o,-,-,-,-,-,o,k,-,-,-,-,-,-
wayu1241,-,-,-,-,-,-,x,-,u,-,-,7,-,-,-,l,-,a,-,m,-,-
lash1243,-,-,-,-,-,-,v,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-
zaiw1241,-,-,-,-,-,-,v,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,v,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,v,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,v,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,w,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
drun1238,-,-,-,-,m,-,r,-,o,-,-,N,-,-,-,-,-,-,-,-,-,-
japh1234,-,-,-,-,-,-,-,-,a,-,r,q,-,-,-,h,-,i,-,-,-,-
situ1238,-,-,-,-,k,-,-,-,3,-,T,S,-,-,-,h,-,3,-,-,-,-
zhab1238,-,-,-,-,t,-,S,-,i,-,t,-,-,-,-,S,-,i,-,-,-,-
amdo1237,-,-,-,-,t,-,h,-,a,-,-,k,-,-,-,r,-,a,-,N,-,-
amdo1237,-,-,-,-,t,-,h,-,a,-,-,X,-,-,-,r,-,a,-,N,-,-
kham1282,-,-,-,-,t,-,h,-,a,-,-,7,-,-,-,r,-,i,p,u,-,-
tsha1245,-,-,-,-,t,-,h,-,a,-,-,7,-,-,-,r,-,i,-,N,m,o
byan1241,-,w,a,-,t,-,h,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-
rong1264,-,-,-,-,d,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-
gahr1239,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,y,-,-,-,-,-,-
idum1241,-,-,-,-,-,-,l,-,i,-,-,-,-,-,o,-,-,o,-,N,-,-
diga1241,-,-,-,-,-,-,d,-,i,-,-,-,-,-,-,-,-,o,-,-,-,-
boka1249,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
garo1247,T,h,-,-,t,-,s,-,e,-,-,-,-,-,-,l,7,a,-,-,-,-
rabh1238,-,-,-,-,d,-,z,-,a,-,-,-,-,-,-,-,-,a,-,n,-,-
hakk1236,-,-,-,-,-,-,Z,-,E,-,-,n,-,-,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,y,-,E,-,-,n,-,-,-,-,-,-,-,-,-,-
