language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
haka1240,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,r,-
lush1249,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,h,-
lush1249,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,i,-,-
karb1241,-,i,n,g,N,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,r,-
khal1275,-,-,-,-,k,-,o,-,-,o,m,-,-,t,-,-,-,o,t,-,-,-,-,-,o,o,r,-
thul1246,s,i,-,-,k,-,o,-,-,o,-,-,-,k,-,-,-,-,t,-,-,-,-,-,e,-,-,-
kulu1253,-,-,-,-,N,-,-,-,-,3,-,-,-,t,S,-,-,3,s,-,-,-,-,-,u,-,w,a
limb1266,-,-,-,-,m,-,u,-,-,-,-,-,-,r,-,-,-,a,s,-,-,-,-,-,e,-,-,-
bant1281,-,-,-,-,d,-,o,-,-,-,-,-,-,-,-,-,-,o,s,-,-,-,-,-,i,-,w,a
chep1245,-,-,-,-,n,-,-,-,-,3,-,-,-,r,-,-,-,-,p,-,-,-,-,-,u,-,n,-
wayu1241,-,-,-,-,k,-,-,-,-,u,m,-,-,t,-,-,-,-,s,-,-,-,-,-,i,-,N,-
lash1243,-,-,-,-,n,-,-,-,-,u,a,-,-,t,-,-,-,-,k,-,-,-,-,-,u,-,k,-
zaiw1241,-,-,-,-,n,-,-,-,-,u,-,-,-,t,-,-,-,-,k,-,-,-,-,-,u,-,7,-
maru1249,-,-,-,-,n,-,-,-,-,a,-,-,-,t,-,-,-,-,k,a,-,-,-,-,u,-,k,-
pela1242,-,-,-,-,n,-,-,-,-,o,-,-,-,t,-,-,-,-,k,a,-,-,-,-,u,-,7,-
acha1249,-,-,-,-,n,y,o,-,-,o,-,-,-,t,-,-,-,-,t,-,-,-,-,-,u,-,N,-
nucl1310,-,-,-,-,n,-,o,-,-,o,-,-,-,7,-,-,-,-,k,h,-,-,-,-,o,-,-,-
lisu1250,-,-,-,-,m,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,-,u,-,-,-
drun1238,-,-,-,-,n,-,-,-,-,u,-,-,-,i,-,-,-,-,k,-,-,-,-,-,o,-,p,-
japh1234,-,-,-,-,t,-,-,-,-,u,m,-,-,t,S,-,-,-,h,-,-,-,-,-,i,-,-,-
situ1238,-,-,-,-,t,-,-,-,-,3,-,-,-,-,S,n,o,o,s,-,-,-,-,-,-,-,-,-
zhab1238,-,-,-,-,n,-,-,-,-,e,-,-,-,t,S,-,-,-,-,-,-,-,-,-,3,-,-,-
amdo1237,-,-,-,-,n,-,-,-,-,-,-,-,-,t,S,-,-,-,h,3,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,-,-,-,h,3,-,-,t,-,o,-,-,-
kham1282,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,-,-,-,h,u,-,-,d,-,u,-,-,-
tsha1245,-,-,-,-,n,-,o,o,w,a,N,-,-,k,-,-,-,-,h,o,o,p,t,-,a,-,N,-
byan1241,-,-,-,-,-,-,-,-,-,a,-,-,-,k,-,-,-,-,p,-,-,-,l,-,e,-,-,-
rong1264,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,h,o,-,-,o,-,u,-,-,-
gahr1239,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,Z,-,-,-,-,-,u,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,i,o,n,d,z,e,-,-,-
diga1241,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,h,u,-,n,-,o,o,-,-,-
boka1249,-,-,-,-,n,-,-,-,-,a,p,-,-,t,-,-,-,-,S,-,-,-,-,-,i,-,-,-
garo1247,-,-,-,-,k,-,-,-,-,u,7,T,h,t,-,-,-,-,s,-,-,-,-,-,i,-,l,-
rabh1238,-,-,-,-,k,h,u,-,-,u,-,-,-,t,-,-,-,-,S,-,-,-,-,-,a,-,r,-
hakk1236,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,-,o,E,S,-,-,-,-,-,u,-,n,-
hakk1236,-,-,-,-,-,-,-,-,-,-,-,-,-,t,s,-,o,i,s,-,-,-,-,-,u,-,n,-
