language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
haka1240,-,-,-,-,-,-,-,-,-,-,-,-,z,-,o,-,-,-,-,-,-,-,-,-,o,-,-,h,-,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,-,n,-,u,-,-,-,p,-,-,-,-,-,u,-,i,n,e,i
karb1241,-,-,-,-,-,p,-,-,-,-,i,-,s,-,o,-,-,-,-,-,-,-,-,-,o,-,e,n,-,-
khal1275,-,-,-,-,-,-,-,-,-,-,-,-,s,-,3,r,r,e,p,s,i,-,-,-,-,-,-,-,-,-
thul1246,-,-,-,-,-,-,-,-,-,-,-,-,l,-,a,l,-,-,-,-,i,k,-,-,-,-,a,-,-,-
bant1281,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,i,h,a,m,u,m,a,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,-,-,-,k,-,3,-,-,-,m,-,a,-,-,-,w,-,a,n,-,7
lisu1250,-,-,-,-,-,k,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
japh1234,-,-,-,-,-,q,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
situ1238,-,-,-,-,-,k,-,-,-,-,o,k,r,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
amdo1237,-,-,-,-,-,m,n,E,-,m,E,-,l,-,-,-,-,-,-,-,-,-,-,-,e,-,-,n,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,e,-,-,n,-,-
kham1282,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
tsha1245,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
gahr1239,-,-,-,-,-,b,-,a,k,m,a,-,l,-,-,-,-,-,-,-,-,-,-,-,i,-,-,k,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,o,-,d,i,o,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
diga1241,m,e,y,o,N,k,-,-,-,-,o,-,t,i,o,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,-,-,-,l,-,o,-,-,-,-,-,-,-,-,-,o,-,-,N,-,-
garo1247,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,i,m,a,-,-,-
