language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
haka1240,-,-,-,-,-,-,-,t,s,h,-,-,u,-,-,u,N
lush1249,-,-,-,-,-,-,-,t,S,h,-,-,i,-,N,a,h
karb1241,-,-,-,-,-,-,a,r,-,l,-,-,o,-,-,o,-
khal1275,-,7,-,-,-,-,u,-,-,g,-,-,o,-,-,-,-
thul1246,-,-,-,-,-,-,-,-,-,g,-,-,o,-,n,u,-
kulu1253,-,-,-,-,-,-,-,-,-,g,-,-,o,-,-,-,-
bahi1252,-,-,-,-,-,-,-,-,-,g,-,-,o,-,-,-,-
bant1281,-,-,-,-,-,-,-,-,-,h,-,-,u,t,d,a,-
bant1281,-,-,-,-,-,-,-,-,-,h,-,-,u,t,-,-,-
chep1245,-,b,-,-,-,-,i,t,-,r,-,-,3,-,-,-,-
wayu1241,-,-,-,-,-,-,-,-,-,b,-,-,e,-,-,-,-
lash1243,-,-,-,-,-,-,a,k,-,h,o,o,u,-,-,-,-
zaiw1241,-,-,-,-,-,-,a,k,-,h,-,a,u,-,-,-,-
maru1249,-,-,-,-,-,-,a,k,-,h,-,-,u,-,-,k,-
pela1242,-,-,-,-,-,-,a,k,-,h,-,a,u,-,-,-,-
acha1249,-,-,-,-,-,-,a,-,-,x,-,a,u,-,-,-,-
nucl1310,-,-,-,-,-,-,o,t,-,h,-,-,E,-,-,-,-
lisu1250,-,n,-,-,-,-,E,k,-,-,-,-,u,-,-,o,-
drun1238,-,-,-,-,-,-,o,-,-,d,-,-,u,-,-,N,-
japh1234,-,-,-,-,-,-,u,n,-,g,-,-,u,-,-,-,-
situ1238,-,w,-,-,-,-,u,-,-,g,-,-,u,-,-,-,-
zhab1238,k,h,-,-,-,-,3,-,-,p,-,-,i,-,-,-,-
amdo1237,-,n,-,-,-,-,a,-,-,N,-,-,-,-,-,-,-
amdo1237,-,n,-,-,-,-,a,-,-,N,-,-,-,-,-,-,-
kham1282,-,n,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
tsha1245,-,n,-,-,-,-,a,-,-,N,-,-,-,-,-,-,-
byan1241,T,t,S,i,k,h,u,-,-,-,-,-,-,-,-,-,-
rong1264,3,n,-,-,-,d,3,-,-,r,-,-,-,-,-,-,-
gahr1239,-,n,-,-,-,-,a,-,-,N,-,-,-,-,-,-,-
idum1241,-,l,-,-,-,-,u,m,-,k,-,-,o,-,-,o,N
diga1241,-,l,-,-,-,-,u,m,-,k,-,-,o,-,-,o,N
boka1249,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,N
garo1247,-,n,-,-,-,-,i,N,-,7,-,-,a,-,-,-,-
rabh1238,-,p,-,i,i,m,u,N,-,-,-,-,-,-,-,-,-
hakk1236,-,t,-,-,-,-,i,-,-,p,-,-,o,-,-,E,-
hakk1236,-,t,-,-,-,-,i,-,-,p,-,-,o,-,-,i,-
