language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
haka1240,t,-,h,i,i,-,-,-,-,-,N,-,-
karb1241,t,-,h,-,e,n,g,-,-,-,N,p,i
khal1275,-,-,s,-,o,-,-,-,-,-,N,-,-
thul1246,-,-,s,-,o,-,-,-,-,-,N,-,-
kulu1253,t,-,S,h,i,-,-,-,-,-,m,a,-
limb1266,-,-,s,-,i,-,-,-,-,-,N,-,-
bant1281,-,-,s,-,3,-,-,-,-,-,N,-,-
chep1245,-,-,s,-,i,-,-,-,-,-,N,7,-
lash1243,-,-,s,-,3,k,t,-,-,o,m,-,-
zaiw1241,-,-,s,-,i,k,t,-,-,u,m,-,-
maru1249,-,-,s,-,a,k,t,h,a,u,N,-,-
pela1242,-,-,s,-,a,k,t,-,-,a,m,-,-
acha1249,-,-,S,-,3,-,-,-,-,-,k,-,-
nucl1310,t,-,8,-,i,7,t,-,-,o,-,-,-
lisu1250,-,-,s,-,i,-,d,-,-,e,-,-,-
drun1238,-,-,S,-,i,N,l,-,-,o,N,-,-
japh1234,-,-,s,-,i,-,-,-,-,-,-,-,-
zhab1238,-,-,s,h,E,-,-,-,-,-,-,-,-
amdo1237,-,-,x,h,a,-,-,-,-,-,N,-,-
amdo1237,-,-,d,o,o,-,-,-,-,-,N,w,o
kham1282,-,-,x,h,i,-,-,-,-,-,-,-,-
tsha1245,-,-,S,-,i,-,-,-,-,-,N,-,-
byan1241,-,-,S,-,i,-,-,-,-,-,n,-,-
rong1264,-,-,s,-,i,-,-,-,-,-,N,-,-
gahr1239,-,-,S,-,i,-,-,-,-,-,N,-,-
idum1241,m,o,s,-,e,-,-,-,-,-,N,-,-
diga1241,m,o,s,-,u,-,-,-,-,-,N,-,-
boka1249,-,u,S,-,u,-,-,-,-,-,N,-,-
garo1247,-,-,b,-,o,-,-,-,-,o,l,-,-
