language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
haka1240,-,-,7,i,t,7,i,-,-,7,-,-
lush1249,-,-,m,-,-,-,u,-,-,-,-,-
karb1241,-,-,m,e,k,y,a,n,g,N,-,-
khal1275,-,-,7,-,-,-,i,-,-,p,s,i
thul1246,-,-,-,-,-,-,o,-,-,m,s,-
kulu1253,-,-,-,-,-,-,i,-,-,m,m,a
bahi1252,-,-,g,-,-,l,e,-,-,s,-,-
bahi1252,-,-,-,-,-,-,i,-,-,p,-,-
limb1266,-,-,-,-,-,-,i,-,-,p,s,-
bant1281,-,-,-,-,-,-,i,-,-,m,s,-
chep1245,-,-,7,-,-,-,e,-,-,n,7,-
lash1243,-,-,y,-,-,-,u,-,-,p,-,-
zaiw1241,-,-,y,-,-,-,u,-,-,p,-,-
maru1249,-,-,y,-,-,-,a,-,-,p,-,-
pela1242,-,-,y,-,-,-,a,-,-,p,-,-
acha1249,-,-,-,-,-,-,e,-,-,-,-,-
nucl1310,-,-,-,-,-,-,e,-,-,7,-,-
lisu1250,-,-,e,-,t,-,o,-,-,-,-,-
drun1238,-,-,-,-,-,-,i,-,-,p,-,-
japh1234,-,-,n,u,Z,-,u,-,-,b,-,-
situ1238,-,-,k,o,r,m,o,-,-,-,-,-
zhab1238,-,-,k,3,-,m,i,-,-,-,-,-
amdo1237,-,-,n,-,-,-,a,-,-,-,-,-
tsha1245,-,-,y,-,-,-,i,-,-,p,-,-
byan1241,-,-,y,a,-,m,o,-,-,-,-,-
rong1264,-,-,g,-,-,-,u,-,-,-,t,S
gahr1239,-,-,-,-,-,-,i,-,-,p,t,-
idum1241,-,-,d,-,-,Z,i,-,-,-,-,-
diga1241,-,-,n,-,-,-,-,-,-,-,-,-
boka1249,-,-,y,-,-,-,u,-,-,p,-,-
garo1247,-,-,t,u,-,s,i,-,-,a,-,-
garo1247,T,h,t,-,-,s,u,-,-,a,-,-
rabh1238,-,-,g,u,r,s,i,-,-,-,-,-
