language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
haka1240,-,-,-,-,-,m,e,-,h,e,-,7,-,-,-,-,-,-,-,-,-
lush1249,-,-,-,-,-,k,e,-,-,e,-,l,-,-,-,-,-,-,-,-,-
karb1241,-,-,-,-,-,b,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
khal1275,-,-,g,h,g,h,-,-,r,o,-,d,-,-,3,-,-,-,-,-,-
thul1246,-,-,t,s,-,h,-,-,w,a,-,r,-,-,a,-,-,-,-,-,-
kulu1253,-,-,t,S,-,h,-,-,-,a,-,r,-,-,a,-,-,-,-,-,-
bahi1252,-,-,-,s,o,N,-,-,g,a,-,r,-,-,a,-,-,-,-,-,-
limb1266,-,-,-,-,-,m,E,n,-,-,-,d,-,-,a,-,-,-,-,-,-
bant1281,-,-,t,s,-,h,e,n,g,a,-,r,-,-,a,-,-,-,-,-,-
wayu1241,-,-,t,s,-,-,-,-,-,e,-,l,-,-,i,-,-,-,-,-,-
zaiw1241,-,-,-,-,-,p,-,-,-,a,i,n,-,-,a,-,-,m,-,-,-
maru1249,-,-,t,S,-,h,-,-,-,a,-,t,-,p,E,-,-,7,-,-,-
pela1242,-,-,-,-,-,y,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,-,-,7,-,-,-
nucl1310,-,-,-,s,-,h,-,-,-,e,-,-,-,-,-,-,-,7,-,-,-
lisu1250,-,o,t,S,-,h,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
drun1238,-,-,-,S,u,r,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
japh1234,-,-,t,s,-,-,-,-,-,-,-,h,-,-,o,-,-,t,-,-,-
situ1238,-,-,t,S,-,-,-,-,-,-,-,h,-,-,3,-,-,t,-,-,-
zhab1238,-,-,t,S,-,-,-,-,-,-,-,h,-,-,E,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,-,r,a,m,a,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,-,r,E,m,E,-,-,-,-,-,-
amdo1237,-,-,t,S,-,h,-,-,-,3,-,r,-,-,a,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,a,-,-,-,-,-,-
tsha1245,-,-,-,-,-,-,-,-,-,-,-,r,a,b,a,-,-,-,-,-,-
byan1241,-,-,-,-,-,m,-,-,-,a,-,l,-,-,a,-,-,-,-,-,-
gahr1239,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-
idum1241,k,u,t,S,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
diga1241,k,u,t,S,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
boka1249,-,-,-,S,-,-,-,-,-,3,-,r,-,-,3,-,-,-,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,-,-,r,-,-,a,-,-,-,-,-,-
garo1247,-,-,-,-,-,-,-,-,-,-,-,d,-,-,o,o,7,m,o,o,k
rabh1238,-,-,-,-,-,p,-,-,-,-,-,r,-,-,3,-,-,n,-,-,-
hakk1236,-,-,-,s,-,-,-,-,-,a,n,Z,-,-,o,-,-,N,-,-,-
hakk1236,-,-,-,s,-,-,-,-,-,a,n,y,-,-,o,-,-,N,-,-,-
