language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
haka1240,-,-,-,-,-,-,p,i,-,-,-,t,-,-,-,-,-,-,h,-,l,-,-,-,-,-,-,u,n,g,-
karb1241,-,-,-,v,o,o,p,u,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,-,-,t,S,o,o,-,-,k,h,-,y,-,-,-,-,-,-,a,N,-,-
zaiw1241,-,-,-,-,-,-,-,-,-,-,-,t,S,o,o,-,-,k,h,-,y,-,-,-,-,-,-,a,N,-,-
maru1249,-,-,-,-,-,-,-,-,-,-,-,t,S,-,o,-,-,k,h,-,y,-,-,-,-,-,-,o,-,-,-
pela1242,-,-,-,-,-,-,-,-,-,-,-,t,S,-,3,-,7,k,h,-,y,-,-,-,-,-,-,o,-,-,-
acha1249,-,-,-,t,-,-,s,i,-,-,-,t,S,u,a,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
lisu1250,-,-,-,d,-,-,Z,E,-,-,-,t,S,-,-,-,-,-,h,-,-,-,-,-,-,-,-,o,-,-,-
drun1238,-,-,-,g,-,-,r,o,p,-,-,t,s,-,i,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-
japh1234,k,u,m,p,-,-,x,o,-,-,-,t,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
situ1238,-,-,-,p,-,-,-,o,-,-,-,t,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
zhab1238,-,-,-,v,-,-,-,3,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
amdo1237,-,-,-,w,-,-,S,i,-,-,-,t,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
amdo1237,-,-,-,-,-,-,S,i,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
kham1282,-,-,-,-,-,-,S,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
diga1241,-,-,-,-,-,-,-,-,-,-,-,k,-,-,u,-,-,-,p,-,r,o,-,-,-,-,-,i,-,-,-
boka1249,-,-,-,-,-,-,S,u,N,-,-,t,-,-,u,-,-,N,p,u,r,-,-,-,-,-,-,u,k,-,-
garo1247,T,-,-,h,-,t,s,a,n,T,h,t,s,o,o,r,a,T,h,t,s,a,m,T,h,t,s,o,o,r,a
