language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
haka1240,-,-,-,-,-,-,n,-,-,u,k,n,u,-,7,-
lush1249,-,-,-,-,-,-,k,-,-,a,-,-,i,-,-,-
lush1249,-,-,-,-,-,-,n,-,-,u,-,-,u,-,k,-
lush1249,-,-,-,-,-,-,h,-,-,i,-,-,i,-,p,-
karb1241,-,-,-,-,-,-,v,-,-,-,-,-,u,n,g,N
khal1275,-,-,-,t,-,-,h,-,-,-,-,-,u,-,t,-
thul1246,-,-,-,t,-,-,h,-,-,-,-,-,3,-,t,-
bahi1252,-,-,-,-,-,-,s,-,-,-,-,-,E,-,l,-
limb1266,-,u,-,k,-,-,s,-,-,-,-,-,-,-,-,-
bant1281,-,-,-,k,-,-,h,-,-,-,-,-,3,n,t,-
chep1245,-,-,-,-,-,-,h,-,r,y,-,-,u,-,t,-
wayu1241,-,-,-,k,-,-,h,-,-,-,-,-,i,-,n,-
lash1243,-,-,-,-,-,-,S,-,-,-,-,-,E,-,-,-
zaiw1241,-,-,-,-,-,-,S,-,-,-,-,-,e,-,-,-
maru1249,-,-,-,-,-,-,S,-,-,-,-,-,E,-,-,-
pela1242,-,-,-,-,-,-,S,-,-,-,-,-,E,-,-,-
acha1249,-,-,-,-,-,-,S,-,-,-,-,-,a,-,-,-
nucl1310,-,-,-,-,-,-,s,-,h,w,-,-,E,-,-,-
lisu1250,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-
drun1238,-,-,-,-,-,-,S,-,-,-,-,-,u,-,n,-
japh1234,-,-,-,r,o,-,S,-,-,-,-,-,i,-,-,-
situ1238,k,o,p,r,o,-,k,-,-,-,-,-,-,-,-,-
zhab1238,-,-,-,-,3,-,s,-,-,-,-,-,u,-,-,-
amdo1237,-,-,-,t,-,-,S,-,h,-,-,-,3,-,-,-
kham1282,-,-,-,t,-,-,S,-,h,-,-,-,i,-,7,-
tsha1245,-,-,-,-,-,-,-,-,r,-,-,-,i,-,k,-
byan1241,-,-,-,n,o,o,m,-,-,-,-,-,o,-,-,-
rong1264,-,-,-,r,o,-,-,-,-,-,-,-,o,-,N,-
rong1264,-,-,-,l,3,-,s,-,o,-,-,-,o,-,r,-
rong1264,k,-,-,h,E,t,S,-,-,-,-,-,-,-,-,-
gahr1239,-,-,-,t,-,-,S,-,-,-,-,-,e,-,t,-
idum1241,-,-,-,-,-,-,r,-,-,-,-,-,i,-,p,o
diga1241,-,-,-,-,-,-,k,-,-,o,t,-,i,-,o,u
boka1249,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,o
garo1247,-,-,-,-,-,-,s,a,l,-,-,-,a,-,-,-
hakk1236,-,-,-,-,-,-,l,-,-,a,-,-,i,-,-,-
hakk1236,-,-,-,-,-,-,l,-,-,a,-,-,i,-,-,-
