language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
haka1240,-,-,-,-,s,-,a,a,a,i,r,e,-,-,-,m
lush1249,-,-,-,-,s,-,a,-,-,-,r,a,-,-,-,m
karb1241,-,-,-,-,s,-,T,-,-,-,r,i,-,-,-,m
chep1245,t,i,7,t,S,-,o,o,-,-,r,o,-,-,-,-
lash1243,-,-,-,-,S,-,-,-,-,-,-,a,-,-,-,m
zaiw1241,-,-,-,-,x,-,-,-,-,-,-,a,-,-,-,m
maru1249,-,-,-,-,x,-,-,-,-,-,-,E,-,-,-,-
pela1242,-,-,-,-,x,-,-,-,-,-,-,E,-,-,-,-
acha1249,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,m
nucl1310,p,-,-,-,h,-,-,-,-,-,y,o,-,-,-,-
lisu1250,-,-,-,-,N,-,u,o,-,-,l,o,-,-,-,-
drun1238,-,-,-,-,S,-,u,-,-,-,r,o,-,-,-,m
japh1234,t,-,-,-,S,h,u,S,-,-,r,o,-,-,-,m
situ1238,t,-,-,-,S,h,3,s,-,-,r,o,-,-,-,m
zhab1238,t,o,-,-,S,-,-,-,-,-,-,i,-,-,-,-
amdo1237,-,-,-,-,S,-,-,-,-,-,-,a,-,-,-,m
amdo1237,-,-,-,-,S,-,-,-,-,-,-,a,-,-,-,m
kham1282,-,-,-,-,s,-,-,-,-,-,-,o,-,-,-,-
tsha1245,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,m
idum1241,-,-,-,-,-,-,o,-,-,-,r,u,r,o,o,N
diga1241,-,-,-,-,x,-,o,-,-,-,r,u,-,-,-,N
boka1249,-,-,-,-,S,-,3,-,-,-,r,a,-,-,-,m
garo1247,-,-,-,-,m,-,a,t,-,-,r,a,-,-,-,m
