language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
haka1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,s,-,h,u,-,u,u,n,-,-,-,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,-,h,u,-,-,u,n,l,a,i,-
karb1241,-,-,-,-,n,-,-,-,e,r,l,o,o,T,h,t,s,-,-,i,-,t,i,m,-,-,-,-
thul1246,-,-,-,-,n,-,-,-,e,-,-,-,-,m,-,-,p,-,h,u,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,l,-,-,-,E,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lash1243,-,-,-,-,N,-,y,e,i,-,-,-,-,-,-,-,-,-,k,-,-,-,u,N,-,-,-,-
zaiw1241,-,-,-,-,N,-,y,-,i,-,-,-,-,-,-,-,-,-,k,-,-,-,u,N,t,-,u,-
maru1249,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,k,a,-,-,u,N,-,-,-,-
pela1242,-,-,-,-,N,-,y,-,i,-,-,-,-,-,-,-,-,-,k,a,-,-,u,N,t,-,u,-
acha1249,-,-,-,-,n,-,-,-,i,-,-,-,-,-,-,-,-,-,k,-,-,-,u,N,-,-,-,-
nucl1310,-,-,-,-,n,-,-,-,e,-,-,-,-,-,-,-,-,-,l,E,-,p,o,i,-,-,-,-
lisu1250,-,-,-,-,m,o,l,o,o,-,-,-,-,-,-,-,-,-,k,o,-,-,o,-,-,-,-,-
drun1238,-,-,-,-,n,-,-,-,o,-,-,-,-,-,-,-,-,-,m,o,-,d,u,N,-,-,-,-
japh1234,-,-,-,-,s,-,-,-,a,-,-,-,-,-,-,X,-,-,s,u,-,-,-,-,-,-,-,-
japh1234,-,-,-,-,s,-,N,-,u,-,-,-,-,-,-,X,-,-,T,o,-,-,-,l,-,-,-,-
situ1238,-,-,-,-,t,-,-,-,3,-,-,-,-,m,-,t,-,-,s,o,-,-,-,-,-,-,-,-
situ1238,-,-,-,-,s,-,-,-,a,-,-,-,-,-,-,k,-,-,s,3,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,S,e,d,Z,a,-,-,-,-,-
tsha1245,-,-,-,-,N,-,-,-,a,-,-,-,-,m,-,-,-,-,y,e,-,n,a,N,-,-,-,-
byan1241,-,-,-,-,n,-,-,-,i,-,-,-,-,-,-,-,-,-,s,E,-,-,-,-,-,-,-,-
rong1264,p,h,y,E,n,-,-,-,i,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-
gahr1239,-,-,-,-,n,-,-,-,i,-,-,-,-,m,a,p,-,-,h,e,-,t,-,-,-,-,-,-
diga1241,-,-,-,-,n,-,-,-,-,-,-,-,-,n,-,t,h,u,b,o,-,-,o,N,-,-,-,-
boka1249,-,-,-,-,l,-,-,-,o,-,-,-,o,N,-,-,-,-,g,o,-,-,o,N,-,-,-,-
garo1247,-,s,-,a,l,-,y,-,a,-,-,-,t,T,h,t,-,-,s,i,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,u,N,-,-,m,m
