language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
haka1240,-,-,-,-,p,a,r,i,a,-,-,t,-,-
lush1249,-,-,-,-,p,a,r,i,a,-,-,t,-,-
karb1241,-,-,-,-,n,e,r,k,e,-,-,p,-,-
thul1246,-,-,-,-,y,-,-,-,e,-,-,t,-,-
bahi1252,-,-,-,-,y,-,-,-,a,-,-,-,-,-
bant1281,-,-,-,-,r,-,-,-,e,-,-,k,w,a
bant1281,-,-,-,-,l,-,-,-,e,-,-,k,k,a
lash1243,-,-,-,-,S,-,-,-,E,-,-,t,-,-
zaiw1241,-,-,-,-,S,-,-,-,i,-,-,t,-,-
maru1249,-,-,-,-,S,-,-,-,E,-,-,7,-,-
pela1242,-,-,-,-,S,-,-,-,E,-,-,7,-,-
acha1249,-,-,-,-,S,-,-,-,e,-,-,t,-,-
nucl1310,-,-,-,-,S,-,-,-,i,-,-,7,-,-
lisu1250,-,-,-,-,h,-,-,-,e,-,-,-,-,-
drun1238,-,-,-,-,S,-,-,-,o,-,-,t,-,-
japh1234,-,k,u,r,T,-,-,-,a,-,-,t,-,-
situ1238,-,w,3,r,y,-,-,-,o,-,-,t,-,-
zhab1238,-,-,-,T,y,-,-,-,e,-,-,-,-,-
amdo1237,-,w,-,d,Z,-,-,-,a,-,-,t,-,-
amdo1237,-,-,-,d,Z,-,-,-,a,-,-,l,-,-
kham1282,-,-,-,d,Z,-,-,-,E,-,-,7,-,-
tsha1245,-,-,-,-,y,-,-,-,e,-,-,n,-,-
byan1241,-,y,-,d,Z,-,-,-,E,-,-,d,E,-
rong1264,-,-,-,-,-,-,-,-,a,-,-,t,h,-
gahr1239,-,-,-,-,g,-,-,-,e,-,-,y,-,-
idum1241,-,-,i,-,l,-,-,-,i,o,o,N,-,-
diga1241,-,-,-,-,l,-,-,-,i,-,u,m,-,-
garo1247,T,h,-,t,s,-,-,-,e,-,-,t,-,-
hakk1236,-,-,-,-,p,-,-,-,a,-,-,7,y,-
hakk1236,-,-,-,-,p,-,-,-,a,-,-,t,-,-
