language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
haka1240,-,-,-,-,r,-,a,-,-,m,-,-,v,-,-,-,a,i,h,-,-,7,-,-,-,-,-,-,-,-
lush1249,-,-,-,-,r,-,a,-,-,m,t,S,h,-,-,u,a,-,-,-,-,k,-,-,-,-,-,-,-,-
karb1241,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-,-,k,-,-,-,-,u,n,g,N
khal1275,-,-,-,-,d,-,o,-,-,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
thul1246,-,-,-,-,s,-,3,k,-,h,-,-,l,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
kulu1253,-,-,-,-,k,-,3,-,-,-,-,-,l,-,-,m,a,-,-,-,-,-,-,-,-,-,-,-,-,-
bahi1252,-,-,-,-,t,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,a,t,t,-,-,-,-,-,-,-,-
bant1281,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,o,-,n,-,-,t,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,k,-,-,-,-,-,-,-,r,-,-,-,u,-,y,-,-,k,-,-,-,-,-,-,-,-
wayu1241,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-
lash1243,-,-,-,-,S,-,o,o,-,p,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
zaiw1241,-,-,-,-,S,-,o,-,-,p,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,-,-,-,-,-
maru1249,-,-,-,-,S,-,o,-,-,p,-,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,S,-,a,-,-,p,-,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-
acha1249,t,-,-,-,S,-,-,-,-,h,-,e,t,-,-,t,a,u,-,-,-,7,-,-,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,o,-,-,m,-,E,l,-,-,o,i,-,-,-,-,7,-,-,-,-,-,-,-,-
lisu1250,-,-,-,-,x,-,u,-,-,-,-,-,-,-,-,-,o,-,-,-,-,g,-,-,-,-,o,-,-,-
drun1238,-,-,-,-,S,-,o,-,-,k,-,-,-,-,-,u,o,-,-,-,-,n,-,-,-,-,-,-,-,-
japh1234,-,-,-,-,x,-,o,-,r,X,-,-,-,-,-,-,a,-,-,-,-,X,-,-,-,-,-,-,-,-
situ1238,-,-,-,-,t,-,a,-,r,w,-,-,-,-,-,-,a,-,-,-,-,k,-,k,o,p,o,-,-,-
zhab1238,t,-,-,-,S,h,i,-,-,p,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-
amdo1237,-,-,-,-,r,-,3,-,-,d,-,-,-,-,-,-,a,-,-,-,-,k,w,d,-,-,E,-,-,-
amdo1237,-,-,-,-,r,-,3,-,-,d,-,-,-,-,-,-,a,-,-,-,-,x,-,d,-,-,a,-,-,-
kham1282,-,-,-,-,N,-,e,-,-,y,-,-,-,-,-,-,e,-,-,-,-,7,-,-,-,-,-,-,-,-
tsha1245,-,-,-,-,N,-,o,o,n,g,-,-,-,-,-,-,a,-,-,-,-,-,-,d,-,-,e,-,-,-
rong1264,-,-,-,-,d,h,3,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,-
gahr1239,-,-,-,-,l,-,i,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-
idum1241,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
diga1241,-,-,-,-,t,-,o,-,-,b,-,-,r,e,N,m,o,-,-,-,-,l,u,-,-,-,u,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,n,-,-,-,-,-,-,-,-
garo1247,s,i,k,a,l,-,d,-,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,a,-,-,-
rabh1238,-,-,-,-,r,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-,-,k,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,t,-,a,-,-,-,-,-,l,-,-,i,a,-,-,-,-,7,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,t,-,a,-,-,-,-,-,l,-,-,i,a,-,-,-,-,k,-,-,-,-,-,-,-,-
