language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
khal1275,-,-,-,-,b,-,e,-,-,-,-,e,-,-,-,l,-,-,-,o,-,-,-
thul1246,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,n,-
kulu1253,-,-,-,-,b,-,-,-,-,-,-,e,-,-,-,l,-,-,-,o,-,-,-
limb1266,-,-,-,-,w,-,-,-,-,-,-,a,-,-,b,h,-,-,-,e,-,t,-
bant1281,-,-,-,-,k,-,o,-,-,-,-,o,-,-,m,b,-,-,-,i,-,-,-
chep1245,-,-,-,-,r,-,-,-,-,-,-,a,-,-,m,-,-,-,-,a,-,-,-
nucl1310,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,s,i,-
lash1243,-,-,-,-,S,-,-,-,-,-,-,3,-,-,m,N,-,-,-,u,-,i,-
zaiw1241,-,-,-,-,y,-,-,-,-,-,-,e,-,-,-,N,k,h,o,o,-,i,-
maru1249,-,-,-,-,S,-,-,-,-,-,-,E,-,-,-,N,-,-,-,-,-,e,-
pela1242,-,-,-,-,S,-,-,-,-,-,-,E,-,-,-,N,-,-,-,-,-,e,-
xian1249,-,-,-,-,Z,-,-,-,-,-,-,u,-,-,t,m,-,-,-,o,-,-,-
acha1249,-,-,-,-,Z,-,-,-,-,-,-,i,-,-,t,m,-,-,-,o,-,7,-
lisu1250,m,o,o,t,s,-,h,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-
jing1260,-,-,-,n,S,-,-,-,-,-,-,a,-,-,-,-,-,-,-,u,-,-,-
drun1238,-,-,-,d,Z,-,-,-,-,-,-,o,-,-,-,g,-,-,-,u,-,i,7
haka1240,-,-,-,-,f,-,-,-,-,-,-,a,-,-,-,h,-,-,-,-,-,-,-
karb1241,-,-,-,-,n,-,o,o,k,e,r,a,n,g,N,s,-,-,-,o,-,-,-
horp1240,-,-,-,-,S,h,-,-,-,-,-,a,-,-,-,r,-,-,-,e,-,n,-
horp1240,-,-,-,-,S,h,-,-,-,-,-,a,-,-,-,r,-,-,-,e,-,-,-
eree1240,-,-,-,-,r,y,-,-,-,-,-,E,-,-,-,z,-,-,E,E,-,-,-
japh1234,-,-,-,-,t,-,-,-,-,-,-,u,5,-,T,x,-,-,-,a,-,-,-
situ1238,-,-,-,-,t,-,-,-,-,-,-,3,n,-,t,w,-,-,-,o,-,-,-
zhab1238,-,-,-,-,s,h,o,-,-,-,-,o,-,-,-,l,-,-,-,i,-,-,-
tang1334,-,-,-,-,d,Z,-,-,-,-,-,-,-,-,-,y,-,-,-,i,-,-,-
byan1241,-,-,a,k,h,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-
rong1264,-,-,-,-,s,-,-,-,-,-,-,3,-,-,-,d,-,-,-,-,-,-,-
gahr1239,-,-,-,t,S,-,a,-,t,-,-,a,-,-,-,r,-,-,-,a,-,m,-
clas1254,-,-,-,-,z,-,o,-,-,-,-,o,-,-,-,r,-,-,b,a,-,-,-
amdo1237,-,-,-,-,s,-,o,-,-,-,-,o,-,-,-,r,-,-,-,E,-,-,-
amdo1237,-,-,-,-,s,-,o,-,-,-,-,o,-,-,-,r,-,-,-,a,-,-,-
utsa1239,-,-,-,-,s,-,-,-,-,-,-,o,-,-,-,r,-,-,-,a,-,-,-
kham1282,-,-,-,-,s,-,-,-,-,-,-,u,-,-,-,r,-,-,-,a,-,-,-
tsha1245,-,-,-,-,s,-,o,-,-,-,-,o,-,-,-,r,-,-,-,a,-,-,-
idum1241,-,-,-,d,z,-,-,-,-,-,-,o,-,-,-,w,-,-,-,o,-,-,-
diga1241,-,-,-,d,z,-,-,-,-,-,-,o,-,-,-,w,-,-,-,o,-,-,-
boka1249,-,-,-,-,S,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,r,3,-
garo1247,-,-,-,-,k,-,-,-,-,-,-,a,t,-,T,h,t,s,-,i,-,-,-
oldc1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,m,-
