language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
haka1240,-,-,-,-,-,-,7,-,-,a,a,l,-,-,-,-,-,7,-,-,a,l,-,-,-
lush1249,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,S,-,-,i,-,-,-,-
karb1241,-,i,-,n,g,N,t,-,-,i,-,-,-,-,-,-,-,k,-,-,e,d,o,o,k
khal1275,-,-,-,-,-,-,r,-,-,o,-,m,r,o,m,m,i,-,-,-,i,m,-,-,-
thul1246,-,-,-,-,-,-,t,-,-,a,-,N,t,-,-,-,i,k,-,h,e,p,-,a,-
bant1281,-,-,-,-,-,-,y,-,-,u,-,-,-,-,m,-,-,-,-,-,-,m,-,a,-
wayu1241,-,-,-,-,-,-,s,-,-,e,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,o,-
zaiw1241,-,i,t,S,u,m,k,-,-,-,-,-,-,-,-,-,-,h,-,-,o,-,-,o,-
maru1249,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,o,-
pela1242,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-
acha1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,o,-
nucl1310,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
lisu1250,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,h,-,-,u,-,-,o,-
drun1238,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,u,m
drun1238,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,7
japh1234,-,-,-,-,-,-,t,s,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
situ1238,k,3,-,-,-,-,t,s,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
amdo1237,-,-,-,-,-,-,t,s,h,E,-,k,-,-,-,-,-,h,3,m,a,N,-,-,-
amdo1237,-,-,-,-,-,-,k,-,h,a,-,k,-,-,-,-,-,h,-,-,a,-,-,-,-
kham1282,-,-,-,-,-,-,t,s,h,a,-,k,-,-,-,-,-,-,-,-,e,d,-,u,-
tsha1245,7,i,-,-,-,n,t,S,-,a,-,k,-,-,-,-,-,h,-,-,a,l,-,u,-
byan1241,-,-,-,-,-,-,d,z,-,a,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-
gahr1239,-,-,-,-,-,-,t,s,h,a,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-
idum1241,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
diga1241,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
boka1249,-,-,t,-,i,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
hakk1236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,a,N
hakk1236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,a,N
