language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
haka1240,-,-,-,-,v,-,-,-,-,-,-,a,-,-,a,-,-,a,-,-,-,-,-,-,-,-
lush1249,-,-,-,-,t,-,-,-,-,-,-,u,-,-,-,-,-,i,d,u,N,-,-,-,-,-
lush1249,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,i,-,-,-,-,-,-,-,-
karb1241,-,-,-,-,l,a,n,g,N,r,-,o,-,-,-,-,-,i,-,-,-,-,-,-,-,-
khal1275,-,-,-,-,y,-,-,-,-,-,-,o,-,-,-,-,-,o,-,-,-,-,-,-,-,-
thul1246,-,-,-,-,b,-,-,-,-,l,-,o,-,-,-,-,-,o,-,-,-,-,-,k,u,-
kulu1253,-,-,-,-,y,-,-,-,-,-,-,o,-,-,w,-,-,a,-,-,-,-,-,-,-,-
bahi1252,-,-,-,-,g,-,-,-,-,-,-,u,-,-,l,-,-,o,-,-,-,-,-,-,-,-
bant1281,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,N,w,a,m,a,-
bant1281,-,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,-,o,-,-,N,-,-,k,u,-
chep1245,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,t,i,7
wayu1241,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-
lash1243,k,-,-,-,y,-,-,-,-,-,-,e,-,i,m,-,-,3,-,-,N,-,-,-,-,-
zaiw1241,-,-,-,-,v,-,-,-,-,-,-,u,-,i,m,o,-,o,-,-,-,-,-,-,-,-
maru1249,-,-,-,-,x,-,-,-,-,-,-,3,-,k,l,-,-,o,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,x,-,-,-,-,-,-,3,-,i,l,-,-,o,-,-,-,-,-,-,-,-
acha1249,t,S,-,-,h,-,-,-,-,-,-,a,-,-,Z,o,-,o,-,-,N,-,-,-,-,-
nucl1310,m,-,-,-,y,-,-,-,-,-,-,-,-,i,7,-,-,-,-,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,-,-,e,-,-,m,-,-,o,-,-,-,-,-,-,-,-
drun1238,-,-,-,-,w,-,-,-,-,-,-,o,-,N,d,-,-,o,-,-,N,-,-,-,-,-
japh1234,-,s,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-
situ1238,t,S,3,k,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
zhab1238,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
amdo1237,t,S,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
amdo1237,t,S,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
kham1282,t,S,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
tsha1245,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
byan1241,-,-,-,-,y,-,-,-,-,-,-,a,-,N,t,-,-,i,-,-,-,-,-,-,-,-
rong1264,-,-,-,-,g,-,-,-,-,-,-,3,-,-,r,-,-,3,-,-,m,-,-,-,-,-
gahr1239,-,-,-,-,g,-,-,-,-,r,o,o,-,k,p,-,-,o,-,-,-,-,-,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,-,o,p,h,r,o,k,u,-,-,-,-,-,-,-,-
diga1241,-,-,-,-,t,-,-,-,-,-,-,u,-,-,l,-,-,u,-,-,n,-,-,-,-,-
boka1249,-,-,-,-,S,-,-,-,-,-,-,a,-,-,N,-,b,u,-,-,-,-,-,-,-,-
boka1249,-,-,-,-,S,-,-,-,-,-,-,o,-,o,t,-,-,o,-,o,N,-,-,-,-,-
boka1249,-,-,-,-,p,-,-,-,-,-,-,u,-,-,S,-,-,u,-,-,-,-,-,-,-,-
garo1247,T,-,-,-,h,-,-,-,-,t,s,i,b,i,m,-,-,a,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-,-,-
hakk1236,-,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,-,o,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
