language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
khal1275,-,-,-,-,-,7,-,-,-,-,-,o,m,i,s,-,-,k,-,i,-,-,-,-
thul1246,-,-,-,-,-,b,-,-,-,-,-,a,-,-,s,-,-,t,-,a,-,-,-,-
kulu1253,-,-,-,-,-,-,-,-,-,-,-,e,-,-,s,-,-,p,-,a,-,-,-,-
bahi1252,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,-,-,t,-,i,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,-,-,a,-,-,s,-,-,-,-,E,-,-,n,-
bant1281,-,-,-,-,-,-,-,-,-,-,-,a,k,-,h,o,o,m,-,a,-,-,N,-
chep1245,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,h,-
oldb1235,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,n,-,e,7,-,k,a
nucl1310,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,n,-,e,-,-,k,o
lash1243,-,-,-,-,-,-,-,-,-,-,-,a,N,-,y,e,i,n,-,a,-,-,p,-
zaiw1241,-,-,-,-,-,-,-,-,-,-,-,a,N,-,y,-,i,n,-,a,-,-,p,-
maru1249,-,-,-,-,-,-,-,-,-,-,-,a,N,-,y,-,i,n,-,E,-,-,7,-
pela1242,-,-,-,-,-,-,-,-,-,-,-,a,N,-,y,-,i,n,-,E,-,-,7,-
xian1249,-,-,n,-,-,m,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-
acha1249,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-
jing1260,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,n,-,i,-,-,-,-
drun1238,-,-,t,u,d,Z,-,-,-,-,-,o,-,-,-,-,-,n,-,i,-,-,-,-
haka1240,-,-,-,-,-,n,-,-,-,-,-,i,-,-,z,-,-,-,-,a,-,-,n,-
lush1249,-,-,-,-,-,n,-,-,-,-,-,i,-,-,m,-,-,-,-,i,-,-,n,-
ukhr1238,-,-,-,-,-,7,-,-,-,-,-,a,-,-,y,-,-,-,-,a,-,-,-,-
karb1241,-,-,-,-,-,t,-,-,-,-,-,u,m,-,i,-,-,-,-,i,-,-,-,-
eree1240,-,-,-,-,-,s,-,-,-,-,-,-,n,-,-,-,-,-,-,3,-,-,x,-
japh1234,y,u,f,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-
zhab1238,-,-,-,-,-,y,-,-,-,-,-,i,n,-,-,-,-,-,-,3,-,-,-,-
tang1334,-,-,-,-,-,y,-,-,-,-,-,3,n,-,y,-,3,-,-,3,-,-,-,-
byan1241,-,-,n,-,-,y,-,-,-,-,-,a,r,-,-,-,-,-,-,E,-,-,-,-
rong1264,-,-,n,-,-,y,-,-,-,-,-,a,r,-,-,-,-,-,-,-,-,-,-,-
gahr1239,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
clas1254,-,-,k,-,-,h,-,-,-,-,-,a,r,-,s,-,-,-,-,a,-,-,N,-
amdo1237,-,-,k,-,-,h,-,-,-,-,-,a,r,t,s,-,-,-,-,a,-,-,N,-
amdo1237,-,-,k,-,-,h,-,-,-,-,-,a,h,t,s,-,-,-,-,a,-,-,N,-
utsa1239,-,-,k,-,-,h,-,-,-,-,-,e,-,-,s,-,-,-,-,3,-,-,-,-
kham1282,-,-,k,-,-,h,-,-,-,-,-,a,-,t,s,-,-,-,-,o,-,-,-,-
diga1241,-,-,-,-,-,b,-,-,-,-,-,u,-,-,l,-,i,-,-,u,N,n,n,-
boka1249,-,-,-,-,-,m,o,-,-,-,-,o,-,-,y,-,-,-,-,o,-,-,-,-
garo1247,-,-,-,-,-,m,-,-,-,-,-,e,-,-,y,-,-,-,-,a,-,-,o,-
rabh1238,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,a,-,-,-,-
guan1279,-,-,t,-,-,s,-,-,-,h,-,a,m,-,m,-,-,-,-,a,-,-,t,-
guan1279,-,-,k,-,-,-,-,-,-,h,-,a,m,-,m,-,-,-,-,a,-,-,t,-
hakk1236,-,-,t,-,-,s,-,-,-,h,-,o,N,-,p,-,u,n,-,i,-,-,7,-
hakk1236,-,-,t,-,-,s,-,-,-,h,-,a,m,-,-,-,u,n,N,i,-,-,t,-
beij1235,-,-,t,-,-,s,u,-,-,r,-,o,-,-,-,-,-,-,-,-,-,-,-,-
beij1235,-,-,t,-,-,s,u,o,t,h,i,a,-,-,-,-,-,n,-,-,-,-,-,-
chao1238,-,-,t,-,-,s,-,-,-,-,-,a,-,-,-,-,-,z,-,i,-,-,k,-
chao1239,-,-,t,-,-,s,-,-,-,-,-,a,-,-,-,-,u,z,-,E,-,-,k,-
oldc1244,-,-,d,-,-,z,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,k,-
