language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
haka1240,-,-,-,h,i,h,i,-,-,-
karb1241,-,-,-,l,a,-,a,-,-,-
khal1275,-,-,-,t,-,-,E,-,-,-
thul1246,o,o,-,r,-,-,a,m,-,-
limb1266,-,-,-,-,-,-,E,n,-,-
bant1281,o,o,-,k,-,-,o,-,-,-
chep1245,-,-,-,7,-,-,i,-,-,-
lash1243,-,-,-,x,-,y,E,-,-,-
zaiw1241,-,-,-,x,-,y,i,-,-,-
maru1249,-,t,-,S,-,h,E,-,-,-
pela1242,-,t,-,S,-,h,3,-,-,-
acha1249,-,-,-,x,-,a,i,-,-,-
nucl1310,-,-,-,d,-,-,i,-,-,-
nucl1310,-,t,-,8,-,-,i,-,-,-
lisu1250,-,t,-,h,-,-,e,-,-,-
drun1238,-,-,-,y,-,-,o,-,-,-
japh1234,-,-,-,k,-,-,i,-,-,-
situ1238,-,S,-,t,-,-,3,-,-,-
zhab1238,-,-,-,k,-,-,u,-,-,-
amdo1237,-,n,-,d,-,-,3,-,-,-
amdo1237,-,n,-,d,-,-,3,-,-,-
kham1282,-,7,e,d,-,-,e,-,-,-
tsha1245,-,7,u,t,-,h,i,-,-,-
tsha1245,-,7,u,-,-,h,u,-,-,-
byan1241,-,-,-,-,-,a,i,m,a,N
rong1264,-,-,-,d,-,h,i,-,-,-
gahr1239,-,-,-,t,-,h,e,-,-,-
idum1241,-,i,-,h,-,-,e,-,-,-
diga1241,-,-,-,-,-,-,e,-,-,-
boka1249,-,-,-,S,-,-,i,-,-,-
garo1247,-,-,-,-,-,-,i,-,a,-
