language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
haka1240,-,-,-,-,-,-,-,k,-,i,-,-,-,i,-,i,-,-
lush1249,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-
karb1241,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,u,-,-
khal1275,-,-,g,-,h,-,-,r,-,-,-,-,-,-,-,o,N,-
thul1246,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,o,N,-
kulu1253,-,-,-,-,p,i,t,t,-,-,-,-,-,-,-,o,-,-
bahi1252,-,-,g,-,-,-,-,r,-,-,-,-,-,-,-,o,-,-
limb1266,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,N,-
chep1245,-,-,-,-,-,-,-,r,-,o,-,-,-,-,-,o,N,7
wayu1241,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,N,-
lash1243,-,-,k,-,h,-,-,y,o,o,-,-,-,-,-,u,-,-
zaiw1241,-,-,k,-,h,-,-,y,-,-,-,-,-,-,-,u,i,-
maru1249,-,-,k,-,h,-,-,y,-,-,-,-,-,-,-,u,k,-
pela1242,-,-,k,-,h,-,-,y,-,-,-,-,-,-,-,u,-,-
acha1249,-,-,k,-,h,-,-,Z,-,a,-,-,-,-,-,u,-,-
nucl1310,-,-,d,Z,-,-,-,-,-,o,-,-,-,-,-,o,-,-
nucl1310,-,-,t,S,h,-,-,-,-,o,-,-,-,-,-,o,-,-
lisu1250,o,o,t,S,h,-,-,-,-,-,-,-,-,-,-,i,-,-
drun1238,-,-,-,-,-,-,-,d,-,u,-,-,-,r,-,u,N,-
japh1234,-,-,t,a,X,-,-,r,-,-,-,-,-,-,-,u,-,-
situ1238,-,-,t,3,-,-,-,r,-,-,-,-,-,-,-,u,-,-
zhab1238,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,o,p,3
amdo1237,-,-,-,-,-,-,-,r,-,a,-,t,S,-,-,o,-,-
amdo1237,-,-,-,-,-,-,-,r,-,a,-,t,S,h,-,o,-,-
kham1282,-,-,-,-,-,-,-,Z,-,a,-,-,-,y,o,o,-,-
tsha1245,-,-,w,a,-,-,-,r,-,o,-,-,-,-,-,o,N,-
byan1241,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,-,-
rong1264,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,u,n,i
gahr1239,-,-,-,-,-,-,-,r,-,o,o,t,S,-,-,o,-,-
idum1241,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,-,-
diga1241,-,-,-,-,-,-,-,r,-,o,-,-,-,-,-,u,-,-
boka1249,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,3,N,-
garo1247,-,-,g,-,-,-,-,r,-,o,-,-,-,-,-,o,N,-
rabh1238,-,-,k,-,-,-,-,r,-,o,-,-,-,-,-,o,N,-
hakk1236,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,7,-
hakk1236,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,k,-
