language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
haka1240,-,-,-,-,-,z,a,a,-,-,a,-,-,N,-,-,-,-,z,-,a,a,a,n
lush1249,-,-,-,-,-,z,-,a,-,-,a,-,-,N,-,-,-,-,-,-,-,-,-,-
karb1241,a,-,r,-,-,y,-,a,-,-,a,n,g,N,-,-,-,-,-,-,-,-,-,-
khal1275,-,-,-,-,-,g,-,o,-,-,o,-,-,m,g,o,o,-,m,-,-,-,-,-
thul1246,-,-,p,-,-,h,-,-,-,-,a,-,-,p,-,t,e,r,m,-,a,-,-,-
kulu1253,-,-,-,-,-,h,-,-,-,-,a,-,-,m,-,-,-,-,m,-,a,-,-,-
limb1266,-,-,-,-,-,y,-,a,N,y,a,-,-,N,-,-,-,-,b,-,a,-,-,-
bant1281,-,-,-,-,-,y,-,-,-,-,a,-,-,N,-,-,-,-,l,o,o,-,-,k
chep1245,-,-,k,-,-,h,-,-,-,-,u,-,y,N,-,-,-,-,7,-,-,-,-,-
wayu1241,o,o,k,-,-,s,-,-,-,-,a,-,-,N,-,-,-,-,-,-,-,-,-,-
lash1243,-,-,-,-,-,s,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-
zaiw1241,-,-,-,-,-,s,-,o,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-
maru1249,-,-,-,-,-,s,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,-,s,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,Z,-,-,-,-,a,-,-,N,-,-,-,-,-,-,-,-,-,-
nucl1310,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,l,-,o,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
japh1234,-,-,-,-,-,Z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
situ1238,-,-,k,-,3,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
zhab1238,-,-,d,-,u,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
amdo1237,-,-,-,-,-,y,-,-,-,-,a,-,-,N,-,-,-,-,m,-,o,-,-,-
amdo1237,-,-,-,-,-,y,-,-,-,-,a,-,-,N,-,-,-,-,m,-,o,-,-,-
kham1282,-,-,-,-,-,y,-,-,-,-,o,-,-,m,-,-,-,-,-,-,u,-,-,-
tsha1245,-,-,-,-,-,y,-,-,-,-,a,-,-,N,-,-,-,-,p,-,o,-,-,-
byan1241,-,-,n,-,-,y,-,-,-,-,a,-,-,N,-,t,-,-,h,-,E,-,-,-
rong1264,-,-,-,-,-,y,-,-,-,-,a,-,-,n,-,-,-,-,d,-,u,-,-,-
gahr1239,-,-,-,-,-,y,-,-,-,-,a,-,-,N,-,-,-,-,-,-,i,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,N
diga1241,-,-,-,-,-,-,-,-,-,-,o,-,-,N,-,-,-,-,-,-,o,-,-,N
boka1249,-,-,-,-,-,h,-,-,-,-,u,-,-,N,-,t,-,-,S,-,u,-,-,p
garo1247,-,-,T,h,t,s,-,-,-,-,e,-,-,N,-,-,-,-,-,-,a,-,-,-
rabh1238,-,-,-,-,t,S,-,e,-,-,e,-,-,N,-,-,-,-,-,-,-,-,-,-
hakk1236,-,-,k,-,-,h,-,i,-,-,a,-,-,N,-,-,-,-,-,-,-,-,-,-
hakk1236,-,-,k,-,-,h,-,i,-,-,a,-,-,N,-,-,-,-,-,-,-,-,-,-
