language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
haka1240,-,-,-,-,t,-,-,-,h,i,i,n,-,-,-,-,-,-
lush1249,-,-,-,-,t,-,-,-,h,-,i,n,-,-,-,-,-,-
karb1241,i,n,g,N,t,-,-,-,h,-,i,n,-,-,-,-,-,-
khal1275,-,-,-,-,-,-,-,-,l,-,u,m,-,-,-,-,-,-
thul1246,-,-,-,-,-,-,-,-,d,-,u,N,-,-,-,-,-,-
kulu1253,-,-,-,-,-,-,-,-,l,-,u,m,-,-,-,-,a,-
bahi1252,-,-,-,-,-,-,-,-,d,-,i,N,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,l,-,u,N,-,-,-,m,a,-
bant1281,-,-,-,-,-,-,-,-,l,-,u,N,-,-,-,m,a,k
chep1245,-,-,-,-,-,-,-,-,s,-,i,n,-,-,-,-,-,-
wayu1241,-,-,-,-,-,-,-,-,d,-,i,N,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,s,-,3,N,-,-,-,-,-,-
zaiw1241,-,-,-,-,-,-,-,-,s,-,i,N,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,-,-,s,-,a,N,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,-,-,s,-,a,N,-,-,-,-,-,-
acha1249,-,-,-,-,a,-,-,-,S,-,3,N,-,-,-,-,-,-
nucl1310,o,-,-,-,t,-,-,-,8,-,E,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,s,-,i,-,-,-,-,-,-,-
drun1238,-,-,-,-,p,u,-,-,S,-,i,n,-,-,-,-,-,-
japh1234,-,-,-,-,t,u,m,t,s,h,i,-,-,-,-,-,-,-
situ1238,-,-,-,-,t,3,p,-,S,-,u,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,-,-,s,e,i,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,-,-,s,e,i,-,-,-,-,-,-,-
amdo1237,-,-,-,-,t,-,-,-,S,h,3,m,-,-,-,b,a,-
amdo1237,n,-,-,-,t,-,-,-,S,-,3,n,-,-,-,b,E,-
kham1282,-,-,-,-,t,-,-,-,S,h,i,m,-,-,-,b,a,-
tsha1245,-,-,-,-,t,-,-,-,S,h,i,N,-,-,-,p,a,-
byan1241,T,-,-,-,t,-,-,-,S,h,i,n,T,t,S,h,a,-
rong1264,-,-,-,-,t,-,-,-,S,h,i,n,-,-,-,p,a,-
gahr1239,-,-,-,-,t,-,-,-,S,-,i,n,-,-,-,p,a,-
idum1241,-,-,-,-,-,-,-,-,h,-,u,N,-,-,-,-,-,-
diga1241,-,-,-,-,-,-,-,-,r,-,u,x,-,o,t,i,o,i
boka1249,-,-,-,-,-,-,-,-,y,-,i,n,-,-,-,-,-,-
garo1247,-,-,-,-,-,-,-,-,b,-,i,k,-,-,-,-,a,-
rabh1238,-,-,-,-,-,-,-,-,p,-,i,x,-,-,-,-,a,-
hakk1236,-,-,-,-,-,-,-,-,k,-,o,n,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,-,-,k,-,o,n,-,-,-,-,-,-
