language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
haka1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,u,-,-,-,-,-,-,-,-,-,-,-
lush1249,-,-,-,-,-,-,t,-,S,-,-,-,i,N,n,-,i,-,-,-,-,-,-,-,-,-,a,-
karb1241,-,-,-,-,-,-,-,-,-,-,-,-,a,r,l,-,o,-,-,-,-,-,-,-,-,-,o,-
khal1275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,e,-,-,-,-,-,l,s,e,-,e,m
thul1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,o,-,-,-,-,-,d,-,-,-,i,-
kulu1253,-,-,-,-,-,-,-,-,s,o,l,-,o,-,m,-,-,-,-,-,-,-,-,-,-,-,e,-
kulu1253,-,-,-,-,-,-,-,-,s,-,-,-,a,m,m,-,-,-,-,-,-,-,-,-,-,-,e,-
bahi1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,-,-,n,-,-,t,s,-,-,a,-
limb1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,E,-,-,n,-,-,T,h,u,m,a,-
bant1281,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-
chep1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,o,o,m,7,-,-,t,S,o,-,o,7
lash1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,y,i,-,-,-,-,-,-,y,-,-,i,-
zaiw1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,y,i,-,-,-,-,-,-,v,-,-,e,-
maru1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,y,i,-,-,-,-,-,-,x,-,-,E,-
pela1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,-,-,-,-,-,-,x,-,-,E,-
acha1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,y,-,-,o,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,e,-,-,-,-,-,-,m,-,-,o,-
lisu1250,-,-,-,-,-,-,-,-,z,-,-,-,o,-,m,-,u,-,-,-,-,-,-,z,-,-,o,-
drun1238,-,-,-,-,-,-,-,-,p,-,-,-,u,-,m,-,-,-,-,-,-,-,-,-,-,-,o,-
japh1234,-,-,-,-,-,-,t,-,S,-,h,-,e,-,m,-,-,-,-,-,-,-,-,-,-,-,e,-
situ1238,-,-,-,-,-,-,t,-,-,-,-,-,3,-,m,-,-,-,-,-,-,-,-,-,-,-,i,-
zhab1238,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
amdo1237,7,-,a,y,i,-,t,-,S,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
tsha1245,m,o,o,y,a,k,t,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
rong1264,-,-,-,-,-,-,t,-,S,-,h,o,o,r,m,-,-,-,-,-,-,-,-,-,-,-,i,-
gahr1239,-,-,-,-,-,-,l,a,s,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,i,-
idum1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,-,-,-,-,-,-,y,-,-,u,N
diga1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,e,-,-,-,-,-,-,y,o,-,o,-
garo1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,e,-,-,7,T,h,t,s,-,-,i,k
rabh1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,e,-,-,-,-,e,t,S,-,-,a,-
hakk1236,-,-,-,-,-,-,-,-,f,-,-,-,u,-,n,-,i,-,-,n,-,-,-,k,-,-,a,-
hakk1236,-,-,-,-,-,-,-,-,p,-,-,-,u,-,N,-,i,-,-,-,-,-,-,-,-,-,o,N
