language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
haka1240,-,-,-,-,n,-,-,-,-,u,-,p,i,-,-,-,-,-,-,-,-,-
karb1241,-,-,-,-,-,-,-,-,-,-,-,p,i,-,-,s,o,o,-,-,-,-
khal1275,-,-,-,-,-,-,-,-,-,-,-,m,e,-,-,s,b,E,-,-,-,-
thul1246,-,n,-,a,y,-,-,-,-,i,-,m,e,-,-,-,-,-,-,-,-,-
thul1246,-,-,-,-,-,-,-,-,-,-,-,m,o,o,t,s,-,3,-,-,-,-
kulu1253,-,-,-,-,t,-,-,-,-,o,-,m,-,-,-,-,-,a,-,-,-,-
kulu1253,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
limb1266,-,-,-,-,h,-,-,-,-,i,-,m,-,-,-,d,-,a,N,-,m,a
bant1281,-,-,-,-,-,-,-,-,-,-,-,m,a,-,-,s,-,3,n,-,g,-
chep1245,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,y,-,i,-,-,-,-
zaiw1241,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,y,-,i,-,-,-,-
maru1249,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,y,-,i,-,-,-,-
pela1242,-,-,-,-,y,-,-,-,-,o,-,m,-,-,-,-,-,i,-,-,-,-
acha1249,-,n,-,-,y,-,-,-,-,i,-,m,-,-,-,-,-,o,7,-,-,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,m,o,-,-,y,-,o,-,-,-,-
lisu1250,-,-,-,-,z,-,-,-,-,o,-,m,-,-,-,-,-,u,-,-,-,-
drun1238,-,-,-,-,p,-,-,-,-,u,-,m,-,-,-,-,-,o,-,-,-,-
japh1234,-,-,-,-,t,-,-,-,-,o,r,Z,-,-,-,-,-,a,b,-,-,-
situ1238,-,-,-,-,t,-,-,-,-,o,r,T,-,-,-,y,-,o,p,-,-,-
zhab1238,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-
amdo1237,-,-,-,-,n,-,-,-,-,a,X,m,-,-,-,-,-,o,-,-,-,-
amdo1237,-,-,-,-,t,-,-,S,o,o,N,m,-,-,-,-,-,a,-,-,-,-
kham1282,-,n,-,-,d,-,-,-,-,u,r,o,-,-,-,-,-,o,7,-,-,-
tsha1245,-,-,-,-,t,-,-,s,h,e,r,o,-,-,-,-,-,o,7,-,-,-
byan1241,-,h,r,i,t,h,i,S,-,i,-,-,-,-,-,-,-,a,-,-,-,-
rong1264,u,m,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,3,r,-,-,i
gahr1239,-,b,-,-,-,-,-,y,-,a,n,m,-,-,-,-,-,o,-,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,y,-,o,N,k,r,u
diga1241,-,-,-,-,-,-,-,-,-,-,-,m,e,-,-,y,-,o,N,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,-,-,m,e,-,-,y,-,a,N,-,-,-
garo1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,i,k,-,-,-
