language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
haka1240,-,-,-,z,e,-,-,i,d,a,h,-
karb1241,-,-,-,p,i,-,-,i,-,-,-,-
khal1275,-,-,-,m,-,-,-,a,-,a,N,-
thul1246,-,-,-,h,-,-,-,a,-,-,m,-
kulu1253,-,u,-,s,-,-,-,a,-,-,i,-
limb1266,-,-,-,t,h,-,-,e,-,-,-,-
bant1281,-,3,-,d,-,-,-,i,-,-,-,-
bant1281,-,-,-,d,-,-,-,i,-,-,-,-
chep1245,-,-,-,d,-,-,-,o,-,o,h,-
lash1243,-,-,-,x,a,t,S,u,-,-,N,-
zaiw1241,-,-,-,x,a,-,-,i,-,-,-,-
maru1249,-,-,-,p,E,-,-,-,-,-,-,-
pela1242,-,-,-,p,E,t,S,u,-,-,N,-
acha1249,-,-,-,p,i,-,s,i,-,-,-,-
nucl1310,-,o,-,b,E,-,-,-,-,-,-,-
nucl1310,-,-,-,b,o,-,-,-,-,-,-,-
lisu1250,-,-,-,-,o,-,S,i,-,-,-,-
drun1238,-,-,-,-,o,t,-,o,-,-,-,-
japh1234,-,t,S,h,-,-,-,i,-,-,-,-
situ1238,-,t,-,h,-,-,-,3,-,-,-,-
zhab1238,-,t,S,h,-,-,-,o,Z,o,-,-
amdo1237,-,t,S,h,-,-,-,3,z,u,k,-
amdo1237,-,t,S,h,-,-,-,3,z,3,X,-
kham1282,-,t,S,h,-,-,-,i,-,-,-,-
tsha1245,-,-,-,h,-,-,-,a,-,-,N,-
rong1264,-,k,-,h,i,-,-,e,-,-,-,-
gahr1239,-,k,-,h,-,-,-,a,-,-,-,-
idum1241,k,o,-,d,-,-,-,i,-,-,-,-
diga1241,-,-,-,S,-,-,-,i,-,-,m,-
boka1249,-,-,-,h,-,-,-,e,-,-,k,o
garo1247,-,-,-,b,-,-,-,a,-,-,-,-
