language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
haka1240,-,-,-,-,r,-,-,i,-,k,-,-
lush1249,-,-,-,-,r,-,-,i,-,k,-,-
karb1241,-,-,-,-,r,-,-,e,-,k,-,-
khal1275,-,-,-,-,s,-,-,e,-,r,-,-
thul1246,-,-,-,-,s,-,-,e,-,r,-,-
kulu1253,-,-,-,-,s,-,-,i,-,-,-,-
bahi1252,-,-,-,-,r,-,-,i,-,N,-,-
limb1266,-,-,-,-,s,-,-,i,-,7,-,-
bant1281,-,-,-,-,s,-,-,i,-,t,-,-
chep1245,-,-,-,-,s,r,-,3,y,k,-,-
wayu1241,-,-,-,-,s,-,-,e,-,k,-,-
lash1243,-,-,-,-,S,-,-,E,-,n,-,-
zaiw1241,-,-,-,-,S,-,-,i,-,n,-,-
maru1249,-,-,-,-,S,-,-,i,-,N,-,-
pela1242,-,-,-,-,S,-,-,o,-,n,-,-
acha1249,-,-,-,-,S,-,-,a,-,n,-,-
nucl1310,t,-,-,-,8,-,-,o,-,-,-,-
lisu1250,-,-,-,-,x,-,-,u,-,-,-,-
drun1238,-,-,-,-,S,-,-,i,-,7,-,-
japh1234,z,-,-,-,r,-,-,u,-,x,-,-
situ1238,s,o,-,o,r,-,-,-,-,-,-,-
zhab1238,S,-,-,-,h,-,-,a,-,-,-,-
amdo1237,-,-,-,-,x,-,-,3,-,k,-,-
amdo1237,S,-,-,-,h,-,-,3,-,X,-,-
kham1282,-,-,-,-,x,-,-,i,-,7,-,-
tsha1245,-,-,-,-,S,-,-,i,-,N,-,-
byan1241,m,3,n,y,d,Z,-,e,-,-,-,-
rong1264,-,-,-,-,r,-,-,i,-,g,-,-
gahr1239,-,-,-,-,S,-,-,i,-,k,-,-
idum1241,t,-,-,-,s,h,-,u,-,-,-,-
diga1241,t,-,-,-,s,h,o,u,-,-,-,-
boka1249,t,a,-,-,y,-,-,u,-,k,-,-
garo1247,-,-,-,-,t,-,-,i,-,k,-,-
rabh1238,k,-,-,-,h,r,-,3,-,k,-,-
hakk1236,-,-,-,-,s,-,-,i,-,7,m,a
hakk1236,-,-,-,-,s,-,-,i,-,t,m,a
