language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
khal1275,-,p,E,l,-,-,-,-,-,-,-,-,-,-,-,-
thul1246,-,-,-,l,-,-,-,-,-,-,i,-,p,-,a,-
kulu1253,-,-,-,l,-,-,-,-,-,-,i,-,m,-,a,-
limb1266,-,-,-,l,-,-,-,-,-,-,i,-,p,-,-,t
bant1281,-,-,-,g,-,-,-,-,-,-,3,-,h,-,3,k
chep1245,-,-,-,l,-,-,-,-,-,-,i,-,7,-,-,-
wayu1241,-,-,-,l,-,-,-,-,-,-,i,-,t,-,-,-
oldb1235,-,-,-,l,-,-,-,-,-,-,i,y,h,-,-,-
nucl1310,-,-,-,l,-,-,-,-,-,-,e,-,-,-,-,-
lash1243,-,-,-,l,-,-,-,a,-,-,i,-,-,-,-,-
zaiw1241,-,-,-,l,-,-,-,a,-,-,i,-,-,-,-,-
maru1249,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-
pela1242,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-
xian1249,-,-,-,l,-,-,-,a,-,-,i,-,-,-,-,-
acha1249,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-
lisu1250,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-
jing1260,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-
drun1238,-,-,o,l,-,-,-,-,-,-,i,-,-,-,-,-
haka1240,-,-,-,r,-,-,-,-,-,-,i,-,t,r,i,7
lush1249,-,-,-,r,-,-,-,-,-,-,i,-,t,-,-,-
ukhr1238,k,h,3,r,-,-,-,-,-,-,i,-,t,-,-,-
karb1241,-,-,a,r,-,-,-,d,-,-,i,-,k,-,-,-
horp1240,-,-,-,g,-,E,n,L,-,-,3,-,-,-,-,-
eree1240,-,-,-,r,-,-,-,d,-,-,3,-,-,-,-,-
japh1234,-,-,-,r,-,-,-,Z,-,-,i,-,-,-,-,-
situ1238,-,k,3,l,-,-,-,-,-,-,i,-,-,-,-,-
zhab1238,-,-,-,l,o,o,-,l,-,o,o,-,-,-,-,-
tang1334,-,-,-,l,-,-,-,y,3,3,3,-,-,-,-,-
byan1241,-,h,-,l,-,-,-,-,-,-,i,t,h,-,E,-
rong1264,-,-,-,l,-,-,-,-,-,-,i,d,-,-,3,-
rong1264,b,h,a,r,-,-,-,-,-,-,i,-,-,-,-,-
gahr1239,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-
clas1254,-,-,-,l,-,-,d,Z,-,-,i,-,d,-,-,-
amdo1237,-,-,-,d,-,-,-,Z,-,-,3,-,m,-,o,-
amdo1237,-,-,-,r,-,-,d,Z,-,-,3,-,x,-,3,-
utsa1239,-,-,-,t,-,-,-,S,-,-,i,-,p,-,u,-
kham1282,-,-,-,d,-,-,-,Z,-,-,i,-,p,-,u,-
tsha1245,-,-,-,t,-,-,-,S,-,-,i,t,p,-,o,-
idum1241,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,-
diga1241,-,-,-,w,-,-,-,o,-,-,u,-,-,-,o,-
boka1249,-,-,-,3,-,-,-,-,-,-,i,-,-,-,-,-
garo1247,T,h,-,r,-,-,-,-,-,-,i,-,m,-,a,-
rabh1238,-,-,-,r,-,-,-,i,-,-,i,-,-,-,-,-
guan1279,-,-,-,t,-,-,-,s,-,h,u,-,N,-,-,-
hakk1236,-,-,-,t,-,-,-,S,-,h,u,-,N,-,-,-
hakk1236,-,-,-,t,-,-,-,s,-,h,u,-,N,-,-,-
beij1235,-,-,-,t,-,-,-,S,-,h,3,-,n,-,-,-
beij1235,-,-,-,t,-,-,-,S,-,-,u,-,N,-,-,-
chao1238,-,-,-,t,-,-,-,-,-,-,a,-,N,-,-,-
chao1239,-,-,-,t,-,-,-,-,-,-,a,-,N,-,-,-
oldc1244,N,-,-,t,-,-,-,-,-,r,o,o,N,-,-,7
